;ID;texto_tweet_original;valoracion_corpus;Texto_tweet;valoracion_calculada
378;379;bésame hasta que se me quite lo triste;0;bésame quite triste;-1.0
379;380;Si tu quieres podemos ayudarte, no destruyas tu vida ni la de los que te rodean.;0;Si quieres podemos ayudarte  destruyas vida rodean ;-1.0
380;381;Victoria, Tamaulipas;0;Victoria  Tamaulipas;1.0
381;382;15 perros minutos y no avanza de Bosques de Aragón esta mierda de servicio @MetroCDMX #LineaB;0;15 perros minutos avanza Bosques Aragón mierda servicio LineaB;1.0
382;383;“No más narcotráfico, no más corrupción, es la advertencia de Estados Unidos a las nuevas autoridades”, dijo el abo… https://t.co/Hz7nUOd9qi;0;narcotráfico  corrupción  advertencia Unidos nuevas autoridades  dijo abo;0.0
383;384;@AlejandroChar se cree el mejor pero su ego y su avaricia lo va acabar quedo demostrado con las 2 millones de firma… https://t.co/qdqtZAoLHW;0;cree mejor ego avaricia va acabar quedo demostrado 2 millones firma;1.0
384;385;Bartlet es capaz de todo, asesinan a un segundo líder opositir de la Termoeléctrica la Huesca. El brazo armado de l… https://t.co/eFEB7VAcs6;0;Bartlet capaz  asesinan segundo líder opositir Termoeléctrica Huesca  brazo armado l;-1.0
385;386;19:27 #PrecauciónVial | Choque en F.C. Hidalgo y Calz. San Juan de Aragón, @TuAlcaldiaGAM, servicios de emergencia… https://t.co/h29F4VOiMe;0;19  27 PrecauciónVial Choque FC Hidalgo Calz  San Juan Aragón   servicios emergencia;0.0
386;387;@candee_aragon @Delferreyra14 Cerra el orto😡😡;0;aragon Cerra orto;-1.0
387;388;@candee_aragon @JoelMercado_ yo si, hasta dije que iba a comprar uno jsjajsj;0;aragon  si  dije iba comprar jsjajsj;0.0
388;389;Nueva oferta de teletrabajo de Analistas Programadores para Incoming Domain!;0;Nueva oferta teletrabajo Analistas Programadores Incoming Domain;0.0
389;390;@JoelMercado_ @Delferreyra14 se vale cerrar un poco el orto;0; vale cerrar orto;0.0
390;391;CHA Valle de Echo (Huesca), en contra del traslado de su ambulancia a Berdún.-;0;CHA Valle Echo  Huesca   traslado ambulancia Berdún ;0.0
391;392;A Coruña, Galicia;0;Coruña  Galicia;0.0
392;393;@ymouled Tengo un amigo negro, de padres guineanos, que siempre cuenta la de veces que le paraba la poli al ir al i… https://t.co/OscDQviDZs;0;amigo negro  padres guineanos  siempre cuenta veces paraba poli ir i;-1.0
393;394;@velascoluisf CALI ES UN CAOS DE 🚍BUSES, POLLUTION, RUIDO y ENFERMOS de COVID, Ojos, Oídos, Faringe, Pulmón, Asma;0;CALI CAOS BUSES  POLLUTION  RUIDO ENFERMOS COVID  Ojos  Oídos  Faringe  Pulmón  Asma;-1.0
394;395;Würzburg, Alemania;0;Würzburg  Alemania;0.0
395;396;Estimado Ricardo,siempre habrá un lugar donde Usted pueda continuar su excelente labor periodística. ;0;Estimado Ricardo  siempre lugar Usted pueda continuar excelente labor periodística ;1.0
396;397;CDMX;0;CDMX;0.0
397;398;@5men7arios @GustavSolokov @LuisdelPrado @mejoreszasca @pabloharour @J_Zaragoza_ @pilar_suarez70 Independientemente… https://t.co/V8GMThtSH6;0;Zaragoza suarez70 Independientemente;0.0
398;399;@Delferreyra14 @candee_aragon Eu mal, me había olvidado de eso. Ahora me puse triste;0;aragon Eu mal  olvidado  Ahora puse triste;-1.0
399;400;Salir es huesca be like: hoy no salgo y acabar en el bohemia smh;0;Salir huesca be like  hoy salgo acabar bohemia smh;0.0
400;401;@velascoluisf CALI ES UN CAOS DE 🚍BUSES, POLLUTION, RUIDO y ENFERMOS de COVID, Ojos, Oídos, Faringe, Pulmón, Asma;0;CALI CAOS BUSES  POLLUTION  RUIDO ENFERMOS COVID  Ojos  Oídos  Faringe  Pulmón  Asma;-1.0
401;402;Würzburg, Alemania;0;Würzburg  Alemania;0.0
402;403;@Delferreyra14 @JoelMercado_ ustedes no querían jugar, todas putas;0; ustedes querían jugar  todas putas;0.0
403;404;q destrozada estoy sentimentalmente;0;q destrozada sentimentalmente;-1.0
404;405;@JoelMercado_ @candee_aragon si, somos la segunda opción;0; aragon si  segunda opció;0.0
405;406;De la iglesia a OnlyFans: ella es Nala Ray, la hija de un pastor que hoy gana MILLONES con sus fotos - Heraldo USA https://t.co/oRmnbscJKA;0;iglesia OnlyFans  Nala Ray  hija pastor hoy gana MILLONES fotos Heraldo USA;1.0
406;407;En un país decente morirías de inanición picando piedra en Teruel en pleno invierno, HDLGP. https://t.co/YXJjDLsPaj;0;país decente morirías inanición picando piedra Teruel pleno invierno  HDLGP ;-1.0
407;408;Suman cinco despidos y renuncias por caso de René Villarreal - El Heraldo de Chihuahua https://t.co/Yvvi53M1Jp vía @GoogleNews;0;Suman cinco despidos renuncias caso René Villarreal Heraldo Chihuahua vía;-1.0
408;409;Suman cinco despidos y renuncias por caso de René Villarreal - El Heraldo de Chihuahua https://t.co/Yvvi543D7Z vía @GoogleNews;0;Suman cinco despidos renuncias caso René Villarreal Heraldo Chihuahua vía;-1.0
409;410;Con Ever Santos, entrevistado en El Heraldo. https://t.co/PcPjBDNLqu;0;Ever Santos  entrevistado Heraldo ;0.0
410;411;Será mucho pedir que le niegen la entrada a Colombia al Sr Iván Duque que se encuentra de vacaciones con plata del heraldo público;0;pedir niegen entrada Colombia Sr Iván Duque encuentra vacaciones plata heraldo público;0.0
411;412;Cuando sea grande quiero el flow de Mads https://t.co/DtwYYNyUZ2;0;grande quiero flow Mads;1.0
412;413;@candee_aragon @Delferreyra14 ya nos cambia;0;aragon cambia;1.0
413;414;@AlineSi54210426 @AngelicaAragon_ Icónica 👏👏 Angélica Aragón y solo ella ✨;0; Icónica Angélica Aragón solo;0.0
414;415;@DraHuesito @sepsispam Orgullosamente egresado del Zaragoza hace 16 años;0;Orgullosamente egresado Zaragoza hace 16 años;0.0
415;416;La Fuerza Pública capturó en flagrancia a 10 individuos por explotación ilícita de yacimientos mineros en el suroes… https://t.co/sjT5PWpVx5;0;Fuerza Pública capturó flagrancia 10 individuos explotación ilícita yacimientos mineros suroes;0.0
416;417;Un poquet d'aire en #Zaragoza bufando a 18 km/h #orache;0;poquet d  aire Zaragoza bufando 18 km h orache;-1.0
417;418;Agentes de la Policía apoyan a Personal de #ProtecciónCivil durante el traslado de una mujer de 27 años al Hospital… https://t.co/P9i5DSUH52;0;Agentes Policía apoyan Personal ProtecciónCivil traslado mujer 27 años Hospital;0.0
418;419;Muere José Gil Lecha, expresidente del Zaragoza que se marcó como objetivo devolver al club a la élite del fútbol e… https://t.co/uzXEw2dVyw;0;Muere José Gil Lecha  expresidente Zaragoza marcó objetivo devolver club élite fútbol;0.0
419;420;El Cuerpo de Bomberos se encuentra trabajando en un segundo incendio dentro de una maderera y chatarrera en la Carr… https://t.co/WPxXeh9wfO;0;Cuerpo Bomberos encuentra trabajando segundo incendio dentro maderera chatarrera Carr;-1.0
420;421;Vehículos de #emergencia y la #CruzRojaMexicana acuden a  Av 608,  San #Juan de #Aragón IV #Sección,  #Gustavo A.… https://t.co/yPQkxfqvWs;0;Vehículos emergencia CruzRojaMexicana acuden Av 608  San Juan Aragón IV Sección  Gustavo;1.0
421;422;@amerikfernandaa Ay no es que yo amo mucho esa maestra por eso volví a meter materia con ella, creo que si te conté… https://t.co/d3IonCNMmn;0;Ay amo maestra volví meter materia  creo si conté;-1.0
422;423;@mauriciovr4 @RealZaragoza Jeraldino al Zaragoza cumple su sueño europeo;0;Jeraldino Zaragoza cumple sueño europeo;0.0
423;424;Torrecilla demanded for Ángel López’s appearance at Real Zaragoza https://t.co/5c6og0fUtu;0;Torrecilla demanded for Ángel López s appearance at Real Zaragoza;0.0
424;425;Bueno es verdad, también está #JoseRamonLopezBeltran https://t.co/krIqtwIyUi;0;Bueno verdad  JoseRamonLopezBeltran;1.0
425;426;Pues al Zaragoza lo van a comprar el grupo Orlegi ese seguro.  No sé cómo coño serán pero peor que los de ahora no creo;0;Pues Zaragoza van comprar grupo Orlegi seguro  sé cómo coño peor ahora creo;1.0
426;427;19:02 #PrecauciónVial | Vehículo descompuesto en carriles centrales de Calz. Ignacio Zaragoza a la altura de Canal… https://t.co/3Rm2E3wYM0;0;19  02 PrecauciónVial Vehículo descompuesto carriles centrales Calz  Ignacio Zaragoza altura Canal;-1.0
427;428;@ricardomraphael @AdrianLarisC @heraldodemexico Lo presionaron y El Heraldo tuvo qur aceptar correrte o ya no les darian Chayote.;0;presionaron Heraldo qur aceptar correrte darian Chayote ;0.0
428;429;@TaniaOrVe @AristeguiOnline A este si lo acaban de correr de el heraldo radio, quién crees que es el culpable? 🙄 https://t.co/Q4sDMMWlaD;0;si acaban correr heraldo radio  quién crees culpable ;0.0
429;430;@J_Zaragoza_ El PSOE solo persigue la corrupción si el corrupto no es del PSOE. https://t.co/gbJUQXeLKt;0;Zaragoza PSOE solo persigue corrupción si corrupto PSOE ;0.0
430;431;Los indicios de ansiedad y depresión disminuyeron entre 5.4 y 6.7% tras el reinicio de las clases presenciales en l… https://t.co/B4OiR50H6C;0;indicios ansiedad depresión disminuyeron 5  4 6  7 tras reinicio clases presenciales l;-1.0
431;432;Ahora suena Catherine Of Aragon de Rick Wakeman en el segmento Prog Rock;0;Ahora suena Catherine Of Aragon Rick Wakeman segmento Prog Roc;-1.0
432;433;Chile;0;Chile;0.0
433;434;Wey JAJAJA que onda con todo lo que le he aguantado a fincas por 4 meses por una miseria de dinero, pudiendo aguant… https://t.co/FbSivMq7gj;0;Wey JAJAJA onda aguantado fincas 4 meses miseria dinero  pudiendo aguant;-1.0
434;435;@J_Zaragoza_ Un bufón dando lecciones… qué osadía;0;Zaragoza bufón dando lecciones osadía;-1.0
435;436;El rastro de los dinosaurios en Aragón: del Pirineo a la Sierra de Albarracín https://t.co/oJ1dOHy0Zg via @heraldoes;0;rastro dinosaurios Aragón  Pirineo Sierra Albarracín via;-1.0
436;437;@Erasmonoficial @TwitterMexico Eso o no le importa a tanta gente 🤷🏽‍♂️;0;importa tanta gente;0.0
437;438;El supuesto espionaje al hermano de Ayuso desde una empresa municipal reaviva la guerra interna entre Génova y Sol https://t.co/ChjZJDuh4T;0;supuesto espionaje hermano Ayuso empresa municipal reaviva guerra interna Génova Sol;-1.0
438;439;Gobierno de Aragón : No eliminar 15 ambulancias del medio rural https://t.co/Ze39Roh7og vía @change_es;0;Gobierno Aragón  eliminar 15 ambulancias medio rural vía;-1.0
439;440;@Piromana696_ Claro, porque a chillidos de marrano...;0; Claro  chillidos marrano ;-1.0
440;441;¿El gobierno pelea por detener la violencia desde los años 80's?;0;gobierno pelea detener violencia años 80  s ;-1.0
441;442; 26 de septiembre;0;26 septiembre;0.0
442;443;quienes para https://t.co/Hpl3RlQAdF;0;;0.0
443;444;@_vaneeeR No!! Era en la esquina donde ahora es un Telcel , tú dices tal vez el broche de oro, guerrero esquina con Zaragoza;0; vaneeeR esquina ahora Telcel  dices tal vez broche oro  guerrero esquina Zaragoza;0.0
444;445;@MiguelP51520329 @NoticiasCaracol Muchas gracias,;0;Muchas gracias ;0.0
445;446;"… https://t.co/SVM1hhPypI""";0;;0.0
446;447;☀️ Jaime I de Aragón: el rey que nació de una conspiración y cuyo nombre decidió un curioso ritual... https://t.co/vOW98qivUO;0;Jaime I Aragón  rey nació conspiración cuyo nombre decidió curioso ritual ;0.0
447;448;@ricardomraphael @AdrianLarisC @heraldodemexico Esperaba que el Heraldo no fuera chayotero que pena dan pero las pl… https://t.co/j124YFgWHE;0;Esperaba Heraldo chayotero pena dan pl;-1.0
448;449;Atardecer en;0;Atardecer;0.0
449;450;Sigo echo mierda, de esta no me recupero. Se nos ha puesto cara de Zaragoza 19/20.;0;Sigo echo mierda  recupero  puesto cara Zaragoza 19 20 ;1.0
450;451;Fresa meneando y el otro con la cabeza en Teruel.;0;Fresa meneando cabeza Teruel ;-1.0
451;452;@izarb3 Te puedes creer que viendo media décima la foto sabía que era Zaragoza y no había visto ni papeleras ni farolas???;0;puedes creer viendo media décima foto sabía Zaragoza visto papeleras farolas   ;0.0
452;453;@GirautaOficial @Santi_ABASCAL @GirautaOficial haciendo meritos para que te den un carguito en el partido?? Ahora q… https://t.co/PimkjPZVsv;0;ABASCAL haciendo meritos den carguito partido   Ahora q;0.0
453;454;Jesús Noé, de 31 años de edad, es acusado por la #Fiscalía de tentativa de homicidio. Lo atraparon en Aragón, #GAM… https://t.co/AUXyweCX0i;0;Jesús Noé  31 años edad  acusado Fiscalía tentativa homicidio  atraparon Aragón  GAM;-1.0
454;455;@rmonguasch @DolcaCatalunya En Andorra (la de Teruel no, la otra) nada de esto ocurre, si no fuera por la civilizac… https://t.co/b18CBiRvko;0;Andorra  Teruel   ocurre  si civilizac;0.0
455;456;Castillito de arena en las playas de Aragón , cerca del bosque https://t.co/SpAZXemTkU;0;Castillito arena playas Aragón  cerca bosque;-1.0
456;457;Y literalmente ya sólo será eso estos últimos días pero que aburrido, ni hago nada ahi ni hago lo que tengo que hacer acá;0;literalmente sólo últimos días aburrido  hago ahi hago hacer acá;-1.0
457;458;Y es que, ya dije que hasta el viernes mínimo para que me den mi semana completa;0; dije viernes mínimo den semana completa;1.0
458;459;O sea, pues ya hoy solo escuché música, conté cosas, pesé cosas, sacando todo al comedor pero que horrible jajja;0; pues hoy solo escuché música  conté cosas  pesé cosas  sacando comedor horrible jajja;-1.0
459;460;CADENA 7 y sus repetidoras, fm 102.7, @RadioSportFM983 , radio AIRETAFÍ 97.5, RADIO CONGRESO 96.5, RADIO EL PEAJE R… https://t.co/RFfUWYyG80;0;CADENA 7 repetidoras  fm 102  7   radio AIRETAFÍ 97  5  RADIO CONGRESO 96  5  RADIO PEAJE R;0.0
460;461;Estoy hasta la chingada de fincas no soporto estar mas ahí;0;chingada fincas soporto mas ahí;-1.0
461;462;@marte_para @Alquimia_77 @soze_keysersoze @J_Zaragoza_ Cuando te has jugado la vida por la libertad de otros en Esp… https://t.co/bRkxnpruJR;0;77 keysersoze Zaragoza jugado vida libertad Esp;0.0
462;463;que ya te extraño, aunque te haya visto ayer;0;extraño  aunque visto ayer;-1.0
463;464;@sepsispam Vente al zaragoza papuuuu acá no solo hacen guardias… nets hacen una residencia quirúrgica bien perra y acá viven  básicamente;0;Vente zaragoza papuuuu acá solo hacen guardias nets hacen residencia quirúrgica bien perra acá viven básicamente;1.0
464;465;@J_Zaragoza_ El PSOE defiende que debe gobernar el PSOE incluso cuando pierde las elecciones.;0;Zaragoza PSOE defiende debe gobernar PSOE incluso pierde elecciones ;0.0
465;466;#Poste dañado de CFE a punto de caer en Dolores Ladrón de Guevara y Ignacio Zaragoza, Colonia Del Nte. #Monterrey v… https://t.co/O4KRbq8ri0;0;Poste dañado CFE punto caer Dolores Ladrón Guevara Ignacio Zaragoza  Colonia Nte  Monterrey v;-1.0
466;467;@ricardomraphael @AdrianLarisC @heraldodemexico Don Ricardo Rafael, usted es muchi más que el Heraldo de México, si… https://t.co/ZJqqZf1Dnh;0;Don Ricardo Rafael  usted muchi Heraldo México  si;-1.0
467;468;@Kaffievillano Hola, tu columna en el heraldo hoy.;0;Hola  columna heraldo hoy ;0.0
468;469;@marte_para @fhcorrales @J_Zaragoza_ Si tienes un partido compuesto por condenados , simpatizantes y cargos de ETA.… https://t.co/8IgbYdNPsT;0;Zaragoza Si partido compuesto condenados  simpatizantes cargos ETA ;-1.0
469;470;@Oscar_Madrigal_ @PedroGo88032718 @Kaneta59591625 @J_Zaragoza_ Franco sigue vivo?;0;Madrigal Zaragoza Franco sigue vivo ;1.0
470;471;Contundente Virgilio Álvarez Aragón en https://t.co/D83hQHRxFr;0;Contundente Virgilio Álvarez Aragón;0.0
471;472;@teruel_andres @jmpadillas99 Animo Padi, es uno nada más el que necesitas y todas esas ya te perdieron;0;andres Animo Padi  necesitas todas perdiero;0.0
472;473;@Gerard_Rock Ahora te nombro Geraldo el Heraldo.;0;Rock Ahora nombro Geraldo Heraldo ;0.0
473;474;Un poco del ambiente que se vive aquí en la oposición desde la bella Arabia de Atizapán de Zaragoza. Saludos a la… https://t.co/Xh0yRnlaSA;0;ambiente vive aquí oposición bella Arabia Atizapán Zaragoza  Saludos;1.0
474;475;https://t.co/X4jdIBPEy3 Nunca Madrid. Siempre Izquierda. Siempre Comunismo. Siempre Euskadi. Siempre Caspe. Siempre… https://t.co/Nl3GSJvfDE;0;Nunca Madrid  Siempre Izquierda  Siempre Comunismo  Siempre Euskadi  Siempre Caspe  Siempre;0.0
475;476;Y ZARAGOZA 😍;0;ZARAGOZA;0.0
476;477;oye que el Zaragoza siempre felicita a media España y hoy ni se ha molestado en poner nada a Javi Ros, ni disimular ya;0;oye Zaragoza siempre felicita media España hoy molestado poner Javi Ros  disimular;-1.0
477;478;#Cultura:;0;Cultura ;0.0
478;479;Huesca, Aragón, España;0;Huesca  Aragón  España;0.0
479;480;@Cicmty @CFE_Contigo solicito reportar un poste a punto de caer en la calle Ladrón de Guevara y Zaragoza en la colo… https://t.co/unlM9pcC0e;0;Contigo solicito reportar poste punto caer calle Ladrón Guevara Zaragoza colo;-1.0
480;481;Tirado 🔁 Muetterties ;0;Tirado Muetterties;0.0
481;482;@A___Moreno Ay esas bibloque que iba a ser la panacea. Y a Teruel en dos horas, se vendía hace dos décadas cuando l… https://t.co/FuQbt4pJPB;0;Moreno Ay bibloque iba ser panacea  Teruel dos horas  vendía hace dos décadas l;-1.0
482;483;El incendio se dio a un costado de la preparatoria Jesús Juárez Barbosa ;0;incendio dio costado preparatoria Jesús Juárez Barbosa;0.0
483;484;San Luis Potosi;0;San Luis Potos;1.0
484;485;Las🌧️han humedecido y compactado el manto❄️ y⬇️espesores⬇️2.100 m,  en forma de 🌨️⬆️ con fuerte #viento NW ⬆️placas… https://t.co/t1zcS4WJVj;0;humedecido compactado manto espesores 2  100 m  forma fuerte viento NW placas;1.0
485;486;@Zabdi_huesca @Marcelo84154846 @Mr_InvisibleO @tutiofifa Está diciendo que por el 30-35 debería ir, tu estás bastan… https://t.co/Maob0mZWw1;0;huesca InvisibleO diciendo 3035 debería ir  bastan;0.0
486;487;@07Alesito @MesQueUnCule8 @denic_fcb @elchiringuitotv @EduAguirre7 Aquí en Zaragoza no hay dictaduras, aquí se vive… https://t.co/Cx9OU6Tedw;0;fcb Aquí Zaragoza dictaduras  aquí vive;1.0
487;488;@soylaalterna2 Tienes mucho de donde escoger, solo no has de querer.. jiji;0;escoger  solo querer   jij;0.0
488;489;@J_Zaragoza_ Claro, por eso gobernó el PSOE en las anteriores elecciones en C y L.;0;Zaragoza Claro  gobernó PSOE anteriores elecciones C L;0.0
489;490;Castellón;0;Castelló;0.0
490;491;@ParejitaCABA @ParejitaCABA  Hola soy Zaragoza estoy por palermo me quedo unos dias;0;Hola Zaragoza palermo quedo dias;0.0
491;492;@Chris_Montz Creo q asi es en la gran mayoria de temas. Junto a esto, decir q hay tambien algunos temas q en varias… https://t.co/bNfOhUWxQB;0;Montz Creo q asi gran mayoria temas  Junto  decir q tambien temas q varias;-1.0
492;493;VEAN LA  LUNA 😍😍😍;0;VEAN LUNA;0.0
493;494;@ricardomraphael @AdrianLarisC @heraldodemexico Lástima por El Heraldo, pierden una voz muy importante. Desafortuna… https://t.co/jFFCWdIymo;0;Lástima Heraldo  pierden voz importante  Desafortuna;-1.0
494;495;Los nuevos fascista con distinto nombre q va a vender Soria a los fascistas q son los q la han llevado a las cavern… https://t.co/FEAqsUQCuh;0;nuevos fascista distinto nombre q va vender Soria fascistas q q llevado cavern;0.0
495;496;@huesca_valery Yo de maestra;0;valery maestra;0.0
496;497;Despiden del heraldo de México, a RICARDO RAPHAEL. Un chayotero menos.;0;Despiden heraldo México  RICARDO RAPHAEL  chayotero menos ;-1.0
497;498;🛑 #AlertaAmber para localizar a la menor de 17 años de edad, de nombre Jennifer García Aragón, fue vista por última… https://t.co/m1tqmfuunD;0;AlertaAmber localizar menor 17 años edad  nombre Jennifer García Aragón  vista última;0.0
498;499;Frecuencia TDT de @TENtv en;0;Frecuencia TDT;0.0
499;500;Falla masiva de Internet de @Telmex @TELMEXSoluciona en Valle de Aragón 3a sección,  Edo Méx. Dicen que se resuelve… https://t.co/hCayyUYOtu;0;Falla masiva Internet Valle Aragón 3a sección  Edo Méx  Dicen resuelve;0.0
500;501;@DonIguazo6 @MesQueUnCule8 @denic_fcb @elchiringuitotv @EduAguirre7 Y en Zaragoza apenas nueronas o eres un caso aislado;0;fcb Zaragoza apenas nueronas caso aislado;-1.0
501;502;@wildriftLATAM @ubaman16 Nunca hay que rendirse? Manager, cuando el equipo enemigo lleve todos los dragones 1 heral… https://t.co/HnZpUhFx6z;0;Nunca rendirse  Manager  equipo enemigo lleve dragones 1 heral;-1.0
502;503;@rosym_ss El Sardinero k2 Viana el monstruo de Aragón Salinas y rocha;0;ss Sardinero k2 Viana monstruo Aragón Salinas rocha;-1.0
503;504;Así fue nuestro primer programa, agradecemos a todos los que nos acompañaron por El Heraldo Tv y en nuestras redes… https://t.co/8mXRhki8sl;0;Así primer programa  agradecemos acompañaron Heraldo Tv redes;0.0
504;505;98.5 FM - El Heraldo Radio - Heraldo Media Group/ Solorzano, el referente informativo/ Pide @JavierSolorzano, inves… https://t.co/IvcGJuOj4O;0;98  5 FM Heraldo Radio Heraldo Media Group Solorzano  referente informativo Pide  inves;0.0
505;506;98.5 FM - El Heraldo Radio - Heraldo Media Group/ Solorzano, el referente informativo/ @vancg_ periodista, de inves… https://t.co/C0wBGhW37l;0;98  5 FM Heraldo Radio Heraldo Media Group Solorzano  referente informativo  periodista  inves;0.0
506;507;#industria:;0;industria ;0.0
507;508;Huesca, Aragón, España;0;Huesca  Aragón  España;0.0
508;509;98.5 FM - El Heraldo Radio - Heraldo Media Group/ Solorzano, el referente informativo/ @MaxMora60566104, especialis… https://t.co/T3N1kZ7qNm;0;98  5 FM Heraldo Radio Heraldo Media Group Solorzano  referente informativo  especialis;0.0
509;510;Miercoles 16-02-2022;0;Miercoles 16022022;0.0
510;511;Chile;0;Chile;0.0
511;512;@lorenayjorge27 @lorenayjorge27  Hola me presento soy Zaragoza dd Bolivia estoy de pasa por Buenos Aires si les interesa salir;0;Hola presento Zaragoza dd Bolivia pasa Buenos Aires si interesa salir;1.0
512;513;#Binéfar celebrará su #Carnaval infantil con juegos, disfraces y sorteos https://t.co/yufb29kNmI;0;Binéfar celebrará Carnaval infantil juegos  disfraces sorteos;1.0
513;514;@J_Zaragoza_ Próxima batalla que perderá el @PSOE en Andalucia 🤫🤙;0;Zaragoza Próxima batalla perderá Andalucia;-1.0
514;515;Discutirán en foro de Puebla cómo innovar en la educación https://t.co/sGSqn86Las vía @manatimx;0;Discutirán foro Puebla cómo innovar educación vía;1.0
515;516;@J_Zaragoza_ Si al desplome cada día más del @PSOE y subida de @vox_es 💪 VAAAAMOS;0;Zaragoza Si desplome cada día subida VAAAAMOS;1.0
516;517;@justandrea_22 @pauapcp @FatimaAleG @xit_zaragoza ¿Qué se llama? Es para una tarea https://t.co/IgOpQpBBmP;0;22 zaragoza llama  tarea;0.0
517;518;Inclusive el grupo mexicano ya se ha dirigido a LaLiga para obtener información acerca de temas económicos del club… https://t.co/7yaSw0QPLe;0;Inclusive grupo mexicano dirigido LaLiga obtener información acerca temas económicos club;-1.0
518;519;Un juzgado de Zaragoza condena a Vodafone a pagar 6.000 euros a un particular por las continuas llamadas comerciales https://t.co/KAiZnRBJwH;0;juzgado Zaragoza condena Vodafone pagar 6  000 euros particular continuas llamadas comerciales;-1.0
519;520;@Marcelo84154846 @Mr_InvisibleO @tutiofifa Que tal bro y que me dices de mi voy bien en el pase? https://t.co/olGnYb9UH6;0;InvisibleO tal bro dices voy bien pase ;1.0
520;521;Pronostic Huesca - Lugo | 20/02/2022 Segunda Division https://t.co/voGDBQIfRP https://t.co/E1iJR5gbeA;0;Pronostic Huesca Lugo 20 02 2022 Segunda Division;0.0
521;522;@Rodrigo44926577 @Mr_InvisibleO @tutiofifa Oye bro y que me dices que de mi voy bien en el pase https://t.co/fA9dZnJULh;0;InvisibleO Oye bro dices voy bien pase;1.0
522;523;@Jaymzhd @Eved_Neeman Según esto pone que iba a ser en Aragón, no sé si al final lo habrán hecho. https://t.co/nRfbOFU7XA;0;Neeman Según pone iba ser Aragón  sé si final hecho ;0.0
523;524;QUE ME HA DEJADO DOS REGALITOS EN EL CUELLO🪨;0;DEJADO DOS REGALITOS CUELLO;0.0
524;525;@AsiEsMonterrey General Eléctric!! Morelos y Zaragoza,Centro de Monterrey.;0;General Eléctric Morelos Zaragoza  Centro Monterrey ;0.0
525;526;@jesterjesus1 @zapater21 @Orlegi_Sports Sin duda yo solo comento mi opinión y alguna cosa que me entero pero sin má… https://t.co/5NQfK17d6i;0;Sports duda solo comento opinión alguna cosa entero má;0.0
526;527;@desiertodesara Si Soria ya funciona de predictor, arrasarán en Teruel y rascaran en las demás. Es que, por mucho q… https://t.co/TEdGaYiEuk;0;Si Soria funciona predictor  arrasarán Teruel rascaran demás   q;-1.0
527;528;@inviernista_ wena po Heraldo Muñoz;0; wena po Heraldo Muñoz;0.0
528;529;☀️ Jaime I de Aragón: el rey que nació de una conspiración y cuyo nombre decidió un curioso ritual... https://t.co/V9EbnFbGlH;0;Jaime I Aragón  rey nació conspiración cuyo nombre decidió curioso ritual ;0.0
529;530;Zaragoza y Chiquita González confirman pláticas para pelear en homenaje a Nacho Beristáin https://t.co/6HOdk5eZSq a… https://t.co/PEvO7v5cNA;0;Zaragoza Chiquita González confirman pláticas pelear homenaje Nacho Beristáin;-1.0
530;531;@J_Zaragoza_ Por eso respetaron la de Madrid.;0;Zaragoza respetaron Madrid ;0.0
531;532;JAJAJAJA si soy https://t.co/XfYmNLQEe5;0;JAJAJAJA si;0.0
532;533;@Uber_Support @JJEXLoL Se metieron con el Heraldo equivocado, 2 clientes menos;0;Support metieron Heraldo equivocado  2 clientes menos;-1.0
533;534;Las fuerzas estatales y federales de seguridad lograron detener a un grupo de 70 migrantes en el municipio de Juchi… https://t.co/KJzuQRxLGT;0;fuerzas estatales federales seguridad lograron detener grupo 70 migrantes municipio Juchi;1.0
534;535;Pepe Zaragoza y Chema Peñalver: el jazz protagoniza el 'Sonora' en Castelló https://t.co/MfWKdcmTH3;0;Pepe Zaragoza Chema Peñalver  jazz protagoniza  Sonora  Castelló;0.0
535;536;El repicar de las campanas de la Catedral Basílica y en otras parroquias anunció a la grey católica de… https://t.co/S05wrl6rsd;0;repicar campanas Catedral Basílica parroquias anunció grey católica;0.0
536;537;@unodelarenfe @Carrington_BIO @eldiarioclm Es imposible que con 300 millones no mejores tiempos. Estamos hablando d… https://t.co/nWvvgFB0c4;0;BIO imposible 300 millones mejores tiempos  hablando d;1.0
537;538;@RubenArbaizar Ya sabemos entonces por qué no has marcado Teruel 😜😂😂😂;0;sabemos entonces marcado Teruel;0.0
538;539;@xit_zaragoza Oww gracias por los ánimos bebek 🥰🤗 https://t.co/1dJ74DqukW;0;zaragoza Oww gracias ánimos bebek;1.0
539;540;Bueno, me voy a poner el primer (el primero, primero del todo) capítulo de Pasión de Gavilanes. Voy a ir comentándo… https://t.co/p5zfy9OAko;0;Bueno  voy poner primer  primero  primero  capítulo Pasión Gavilanes  Voy ir comentándo;1.0
540;541;@rebtain 1- Pelear contra los dos brutes con cañones en el conservatorio, morí tantas veces que perdí la cuenta;0;1 Pelear dos brutes cañones conservatorio  morí tantas veces perdí cuenta;-1.0
541;542;El internet ;0;internet;0.0
542;543;@fiscal_es @ABaerbock @AuswaertigesAmt Huele a Mierda en la Fiscalia del Gobierno de España;0;Huele Mierda Fiscalia Gobierno España;0.0
543;544;Oviedo, España;0;Oviedo  España;0.0
