user_id,product_id,order_id,days_since_prior_order,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Hour_18,Hour_19,Hour_20,Hour_21,Hour_22,Hour_23,order_id_user,product_id_user,days_since_prior_order_user,Day_1_user,Day_2_user,Day_3_user,Day_4_user,Day_5_user,Day_6_user,Day_7_user,Hour_8_user,Hour_9_user,Hour_10_user,Hour_11_user,Hour_12_user,Hour_13_user,Hour_14_user,Hour_15_user,Hour_16_user,Hour_17_user,Hour_18_user,Hour_19_user,Hour_20_user,Hour_21_user,Hour_22_user,Hour_23_user,order_id_prod,user_id_prod,days_since_prior_order_prod,Day_1_prod,Day_2_prod,Day_3_prod,Day_4_prod,Day_5_prod,Day_6_prod,Day_7_prod,Hour_8_prod,Hour_9_prod,Hour_10_prod,Hour_11_prod,Hour_12_prod,Hour_13_prod,Hour_14_prod,Hour_15_prod,Hour_16_prod,Hour_17_prod,Hour_18_prod,Hour_19_prod,Hour_20_prod,Hour_21_prod,Hour_22_prod,Hour_23_prod
187,110,1,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,17,0,6,1,13,11,1,8,3,0,0,0,9,4,2,3,7,1,0,5,2,10,0,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
188,110,1,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,12,0,5,2,1,6,7,3,2,0,0,0,0,3,5,3,2,1,0,0,4,7,1,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
190,110,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,21,0,8,7,16,4,10,4,5,0,1,4,1,1,6,2,6,0,3,0,11,13,6,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
191,110,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,28,1,4,3,11,6,1,10,6,0,0,3,1,4,1,2,6,6,2,0,10,6,0,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
192,110,3,0.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,20,20,0,3,5,0,7,4,12,5,0,0,0,6,5,1,1,2,2,3,9,3,1,3,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
193,110,2,0.5,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,20,16,1,1,3,7,4,3,4,6,0,0,1,0,4,2,4,1,3,2,1,4,5,1,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
194,110,2,0.0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,20,19,0,0,9,6,4,4,13,1,0,0,0,2,4,7,2,6,1,3,1,0,10,1,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
195,110,5,0.0,0,1,1,0,1,0,2,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,26,25,0,0,3,7,14,7,6,7,0,0,0,4,2,8,5,6,3,0,2,2,8,0,4,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
197,110,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,15,0,4,5,4,1,14,2,3,0,0,1,0,2,4,5,2,6,2,0,2,5,3,1,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
198,110,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,27,0,13,0,10,12,1,0,5,0,0,0,5,8,0,11,0,4,0,0,1,7,5,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
199,110,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,18,0,2,4,7,4,4,3,5,0,0,2,0,7,1,3,4,0,0,1,7,1,3,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
201,110,2,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,22,17,0,5,4,2,1,10,5,3,0,0,1,3,1,0,4,4,2,0,6,2,3,4,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
203,110,5,0.0,0,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,24,20,1,1,10,8,8,4,8,2,0,0,0,0,1,5,3,2,5,2,3,3,12,5,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
204,110,4,0.5,1,1,0,1,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,18,7,0,2,2,1,5,3,5,4,0,0,0,1,1,6,0,6,2,4,0,0,1,1,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
205,110,2,0.5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,17,29,1,16,3,3,5,4,6,4,0,0,1,10,8,6,0,4,0,1,1,8,2,0,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
206,110,2,0.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22,25,1,2,8,6,9,9,5,2,0,1,1,1,4,1,4,4,4,1,7,9,1,0,3,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
207,110,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,27,0,10,4,11,5,8,5,3,0,0,0,2,5,4,6,0,11,0,8,5,5,0,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
209,110,2,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,25,18,0,1,6,5,5,5,9,6,0,0,0,1,8,1,3,5,0,0,6,4,9,0,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
210,110,1,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,24,0,7,8,9,3,1,2,9,0,0,2,2,7,0,5,8,1,2,2,4,3,3,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
211,110,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,19,1,1,5,2,6,5,7,1,0,0,1,0,0,3,4,7,0,2,2,3,4,1,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
212,110,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,23,0,7,2,11,1,11,3,2,0,0,2,1,2,0,6,0,6,0,3,2,7,2,6,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
213,110,5,0.2,1,0,1,1,1,0,1,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,27,30,0,19,9,8,11,7,1,5,0,0,0,1,1,14,10,9,6,3,0,11,2,3,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
214,110,2,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,24,19,0,5,7,6,10,5,1,4,0,0,1,0,6,4,4,0,2,0,0,8,10,3,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
215,110,2,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,21,18,0,4,9,3,5,11,7,1,0,0,2,5,3,5,7,10,1,3,0,3,1,0,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
216,110,2,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,25,32,0,6,7,14,9,9,1,9,0,0,0,10,4,10,10,1,5,2,1,2,3,7,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
217,110,3,0.3333,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,23,16,0,5,3,2,5,12,11,2,0,0,0,0,6,2,7,9,0,5,1,8,1,1,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
218,110,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,13,0,2,4,1,4,7,1,2,0,0,0,2,0,1,0,3,0,3,2,3,4,0,3,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
219,110,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,24,1,2,5,5,6,7,1,10,0,0,0,6,0,8,2,2,2,0,3,8,0,5,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
220,110,2,0.0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,28,29,0,8,8,3,13,8,1,6,0,0,2,3,2,9,4,3,0,2,4,10,1,7,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
221,110,2,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,19,22,0,2,11,1,5,7,4,2,0,1,0,0,3,1,4,1,13,0,0,4,2,3,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
222,110,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,16,0,1,5,3,0,7,9,6,0,0,0,0,4,6,2,2,1,0,6,6,2,2,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
223,110,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,22,0,5,6,5,0,5,4,8,0,0,0,4,1,11,3,0,4,3,2,0,3,2,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
225,110,3,0.0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,27,24,0,9,5,3,11,9,10,5,0,2,0,11,0,7,5,7,3,0,0,7,7,3,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
227,110,1,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,16,0,1,9,1,2,7,6,5,0,0,0,4,1,3,0,2,1,7,4,1,4,4,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
228,110,3,0.3333,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,27,23,4,8,6,7,7,8,2,3,0,2,0,1,1,3,3,2,5,4,3,5,9,3,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
230,110,4,0.0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,21,21,1,5,6,6,7,9,3,0,0,1,0,1,2,4,4,0,6,4,0,7,2,5,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
231,110,4,0.25,0,2,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,21,24,1,2,10,3,10,0,7,3,0,0,2,3,0,5,6,5,5,0,1,6,1,1,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
232,110,2,0.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,26,23,0,6,6,3,11,2,9,6,0,0,1,9,4,10,4,9,1,2,1,1,1,0,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
233,110,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,13,0,1,3,3,3,7,5,3,0,0,0,1,1,2,1,3,2,2,6,2,3,2,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
234,110,3,0.0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,24,18,0,9,4,5,5,13,5,3,0,0,0,0,1,4,6,7,8,1,2,2,8,5,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
235,110,3,0.0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,24,29,0,5,10,5,13,6,12,6,0,0,0,3,6,13,3,3,6,4,1,8,8,2,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
236,110,2,0.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,27,26,0,3,15,4,9,8,9,0,0,0,4,2,3,12,1,2,0,0,6,11,5,1,1,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
237,110,3,0.3333,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,13,13,0,1,3,4,3,1,8,0,0,1,2,0,2,2,2,0,1,4,2,2,1,1,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
240,110,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,14,0,2,6,0,2,5,5,2,0,0,0,0,4,3,2,2,1,1,1,1,6,1,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
241,110,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,27,2,3,2,7,12,7,8,1,0,0,2,1,8,3,0,9,0,6,1,4,4,2,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
242,110,2,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,15,14,0,2,4,10,0,5,6,1,0,0,1,2,4,2,0,0,0,2,0,7,5,5,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
244,110,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,22,0,4,5,7,5,2,9,3,0,0,2,1,3,2,5,0,0,0,1,12,5,4,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
245,110,3,0.0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,22,21,0,5,6,1,13,6,7,0,0,0,0,2,2,2,7,2,1,2,0,10,8,2,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
246,110,3,0.0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,20,18,0,3,3,4,4,6,7,2,0,0,0,1,3,1,7,2,4,5,2,1,1,2,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
247,110,2,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,18,19,1,14,9,1,5,1,0,1,0,0,0,1,6,2,3,0,0,0,2,1,12,1,0,3,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
249,110,2,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,15,17,0,4,0,8,11,5,0,3,0,1,1,0,4,0,3,6,1,3,7,1,3,1,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
250,110,2,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,19,24,0,4,2,4,7,12,10,0,0,0,3,1,5,8,1,5,0,1,2,4,2,7,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
251,110,2,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,12,0,2,2,6,4,0,3,1,0,0,0,1,2,3,2,4,1,0,4,0,1,0,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
252,110,5,0.0,0,2,0,0,3,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,32,18,1,4,11,5,8,10,8,6,0,1,1,2,2,8,6,9,4,0,4,7,8,0,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
253,110,2,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,22,21,1,0,5,4,15,7,7,0,0,0,0,2,4,3,5,10,0,1,3,4,3,3,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
254,110,2,0.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,25,24,0,7,2,7,17,4,3,0,0,0,3,3,8,3,6,4,0,6,4,1,2,0,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
256,110,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,17,0,3,11,5,2,3,4,9,0,0,0,0,18,0,5,4,0,0,5,3,0,2,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
257,110,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,10,0,2,2,3,4,4,6,2,0,0,0,1,1,3,2,2,7,0,2,2,3,0,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
258,110,2,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,22,24,1,1,6,12,8,9,8,1,0,0,0,0,10,10,0,0,2,3,1,6,10,0,2,1,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
259,110,2,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,24,24,0,4,4,3,13,6,4,4,0,0,2,3,4,2,8,5,3,3,2,3,3,0,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
260,110,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,18,0,1,5,3,4,11,1,8,0,0,0,5,2,7,4,4,1,0,0,6,3,1,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
261,110,2,0.5,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18,16,0,0,8,9,5,1,6,2,0,0,0,1,6,4,4,5,0,0,3,3,4,0,1,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
262,110,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,22,0,1,7,2,0,8,4,4,0,0,0,2,1,1,7,5,3,0,0,4,1,2,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
263,110,2,0.0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,18,23,0,1,6,10,0,8,4,6,0,0,0,1,2,9,7,0,7,3,2,2,0,2,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
264,110,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,22,0,2,7,15,9,3,0,1,0,2,4,0,7,5,6,2,0,3,2,2,3,1,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
265,110,1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,21,0,2,3,4,10,9,8,1,0,0,0,1,4,2,6,4,13,0,1,0,5,1,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
266,110,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,18,0,3,4,3,5,7,4,6,0,0,0,1,1,1,7,3,5,1,4,3,6,0,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
268,110,6,0.3333,1,3,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,21,20,1,8,8,1,3,5,8,3,0,0,3,2,3,0,1,2,2,4,5,6,7,1,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
270,110,3,0.6665,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,31,28,0,10,3,12,8,10,5,8,0,0,7,4,4,5,2,2,7,12,2,8,3,0,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
271,110,3,0.0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,16,24,0,7,4,0,3,12,9,0,0,0,2,0,8,1,7,0,6,0,0,5,3,3,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
272,110,3,1.0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,34,25,0,22,18,3,3,5,3,11,0,0,0,7,12,8,2,6,6,6,4,6,5,3,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
273,110,2,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,19,19,5,4,13,4,3,3,5,1,0,0,4,0,0,5,8,0,1,3,6,3,2,1,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
274,110,2,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,17,24,0,1,12,6,6,7,1,6,0,0,0,2,0,3,4,1,0,6,5,10,3,5,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
275,110,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,19,0,2,2,8,0,18,6,1,0,0,0,2,4,4,3,8,1,2,8,4,1,0,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
277,110,2,0.5,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,25,25,0,12,3,4,7,16,6,6,0,0,5,0,6,13,7,4,2,4,9,3,1,0,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
280,110,2,0.5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,19,19,0,10,2,5,6,2,8,1,0,0,0,1,2,3,8,1,3,0,1,5,10,0,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
282,110,2,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,25,23,0,4,4,6,13,6,8,3,0,0,1,3,2,9,5,4,0,2,5,4,4,3,2,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
283,110,2,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,18,23,0,8,10,3,2,5,5,0,0,0,0,3,4,0,0,8,4,2,6,3,3,0,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
284,110,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,18,0,2,1,5,0,7,7,6,0,0,1,0,5,2,1,1,5,1,3,1,2,6,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
286,110,2,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,17,24,1,7,3,4,0,3,12,8,0,0,0,8,4,0,5,6,0,1,4,5,1,3,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
287,110,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,27,0,1,6,8,8,3,2,14,0,1,2,3,6,5,3,4,4,4,4,5,1,0,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
288,110,2,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,19,0,6,3,3,10,8,5,2,0,0,0,0,1,4,1,6,7,1,4,8,3,2,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
289,110,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,18,0,0,5,6,14,2,5,5,0,0,4,0,0,4,0,4,0,3,4,8,3,7,0,0,1591,803,0,226,238,214,293,225,228,167,1,16,36,104,161,229,163,115,93,82,108,170,166,135,12,0
