id,disposition
normal_K00986.02,1
normal_K00987.01,1
normal_K00988.01,1
normal_K00988.02,1
normal_K00989.01,0
normal_K00989.02,0
normal_K00989.04,0
normal_K00990.01,0
normal_K00991.01,1
normal_K00992.01,1
normal_K00993.01,1
normal_K00993.02,1
normal_K00995.01,0
normal_K00996.01,0
normal_K00997.01,0
normal_K00998.01,0
normal_K00999.01,1
normal_K00999.02,1
normal_K01000.01,0
normal_K01001.01,1
normal_K01001.02,1
normal_K01002.01,1
normal_K01004.01,0
normal_K01005.01,1
normal_K01006.01,0
normal_K01007.01,1
normal_K01008.01,0
normal_K01009.01,0
normal_K01010.01,0
normal_K01011.01,0
normal_K01013.01,0
normal_K01014.01,1
normal_K01015.01,1
normal_K01015.02,1
normal_K01016.01,0
normal_K01017.01,1
normal_K01018.01,0
normal_K01019.01,0
normal_K01020.01,0
normal_K01021.01,0
normal_K01022.01,1
normal_K01022.02,0
normal_K01023.01,0
normal_K01024.01,1
normal_K01025.01,0
normal_K01026.01,0
normal_K01027.01,0
normal_K01028.01,0
normal_K01029.01,1
normal_K01030.01,1
normal_K01031.01,1
normal_K01034.01,0
normal_K01035.01,0
normal_K01036.01,0
normal_K01037.01,0
normal_K01038.01,0
normal_K01039.01,0
normal_K01040.01,0
normal_K01041.01,0
normal_K01042.01,0
normal_K01042.02,0
normal_K01043.01,0
normal_K01044.01,0
normal_K01045.01,0
normal_K01046.01,0
normal_K01047.01,0
normal_K01048.01,0
normal_K01049.01,0
normal_K01050.01,1
normal_K01050.02,1
normal_K01051.01,1
normal_K01052.01,1
normal_K01052.02,1
normal_K01052.03,1
normal_K01052.04,1
normal_K01053.01,1
normal_K01054.01,0
normal_K01055.01,0
normal_K01056.01,0
normal_K01057.01,0
normal_K01058.01,0
normal_K01059.01,1
normal_K01060.01,1
normal_K01060.02,1
normal_K01060.03,1
normal_K01060.04,1
normal_K01061.01,1
normal_K01062.01,0
normal_K01063.01,0
normal_K01064.01,0
normal_K01065.01,0
normal_K01067.01,0
normal_K01068.01,0
normal_K01069.01,1
normal_K01069.02,1
normal_K01070.01,1
normal_K01070.02,1
normal_K01071.01,0
normal_K01072.01,1
normal_K01073.01,0
normal_K01074.01,1
normal_K01075.01,0
normal_K01076.01,0
normal_K01077.01,0
normal_K01078.01,1
normal_K01078.02,1
normal_K01078.03,1
normal_K01079.01,0
normal_K01080.01,0
normal_K01082.03,1
normal_K01083.01,1
normal_K01084.01,0
normal_K01085.01,1
normal_K01086.01,1
normal_K01087.01,0
normal_K01088.01,0
normal_K01089.01,1
normal_K01089.02,1
normal_K01090.01,0
normal_K01091.01,0
normal_K01092.01,0
normal_K01093.01,0
normal_K01094.01,1
normal_K01097.01,0
normal_K01098.01,0
normal_K01099.01,1
normal_K01100.01,0
normal_K01101.01,1
normal_K01102.01,1
normal_K01102.02,1
normal_K01102.03,1
normal_K01102.04,1
normal_K01104.01,0
normal_K01105.01,0
normal_K01106.01,1
normal_K01106.02,1
normal_K01107.01,0
normal_K01108.01,1
normal_K01108.02,1
normal_K01108.03,1
normal_K01109.01,0
normal_K01110.01,1
normal_K01111.01,0
normal_K01112.01,1
normal_K01113.01,1
normal_K01113.02,1
normal_K01114.01,0
normal_K01115.01,1
normal_K01116.01,1
normal_K01117.01,1
normal_K01119.01,0
normal_K01119.02,0
normal_K01120.01,0
normal_K01121.01,0
normal_K01122.01,0
normal_K01123.01,0
normal_K01124.01,0
normal_K01125.01,0
normal_K01126.01,0
normal_K01126.02,0
normal_K01127.01,1
normal_K01127.02,1
normal_K01128.01,1
normal_K01129.01,1
normal_K01130.01,0
normal_K01131.01,0
normal_K01132.01,0
normal_K01132.02,0
normal_K01133.01,0
normal_K01134.01,0
normal_K01134.02,0
normal_K01135.01,0
normal_K01136.01,0
normal_K01137.01,0
normal_K01138.01,0
normal_K01139.01,0
normal_K01140.01,0
normal_K01141.01,1
normal_K01142.01,1
normal_K01143.01,0
normal_K01144.01,0
normal_K01146.01,1
normal_K01147.01,0
normal_K01148.01,1
normal_K01148.02,1
normal_K01149.01,0
normal_K01150.01,1
normal_K01151.01,1
normal_K01151.02,1
normal_K01151.03,1
normal_K01152.01,0
normal_K01153.01,0
normal_K01155.01,0
normal_K01156.01,0
normal_K01157.01,0
normal_K01158.01,0
normal_K01159.01,1
normal_K01160.01,1
normal_K01161.01,1
normal_K01161.02,1
normal_K01161.03,1
normal_K01162.01,1
normal_K01163.01,1
normal_K01163.02,1
normal_K01164.01,0
normal_K01165.01,1
normal_K01165.02,1
normal_K01166.01,1
normal_K01167.01,0
normal_K01170.01,1
normal_K01171.01,0
normal_K01172.01,0
normal_K01173.01,0
normal_K01175.01,1
normal_K01175.03,0
normal_K01176.01,1
normal_K01177.01,0
normal_K01178.01,0
normal_K01179.01,0
normal_K01180.01,0
normal_K01181.01,0
normal_K01182.01,0
normal_K01183.01,0
normal_K01184.01,0
normal_K01185.01,0
normal_K01186.01,0
normal_K01187.01,0
normal_K01188.01,0
normal_K01189.01,0
normal_K01190.01,0
normal_K01191.01,1
normal_K01192.02,0
normal_K01194.01,1
normal_K01194.03,1
normal_K01195.01,0
normal_K01196.01,0
normal_K01196.02,1
normal_K01196.03,1
normal_K01197.01,0
normal_K01198.01,1
normal_K01198.02,1
normal_K01198.03,1
normal_K01199.01,1
normal_K01200.01,0
normal_K01201.01,1
normal_K01202.01,1
normal_K01203.01,1
normal_K01203.02,1
normal_K01203.03,1
normal_K01204.01,1
normal_K01205.01,1
normal_K01207.01,1
normal_K01210.01,1
normal_K01211.01,0
normal_K01212.01,1
normal_K01213.01,0
normal_K01214.01,1
normal_K01215.01,1
normal_K01215.02,1
normal_K01216.01,1
normal_K01217.01,0
normal_K01218.01,1
normal_K01219.01,0
normal_K01220.01,1
normal_K01221.01,1
normal_K01221.02,1
normal_K01222.01,0
normal_K01223.01,0
normal_K01224.01,0
normal_K01226.01,0
normal_K01227.01,0
normal_K01228.01,0
normal_K01229.01,0
normal_K01230.01,0
normal_K01231.01,0
normal_K01231.02,0
normal_K01232.01,0
normal_K01232.02,0
normal_K01233.01,0
normal_K01234.01,0
normal_K01235.01,0
normal_K01236.01,1
normal_K01236.02,1
normal_K01236.03,1
normal_K01237.01,0
normal_K01238.01,1
normal_K01240.01,1
normal_K01240.02,1
normal_K01241.01,1
normal_K01241.02,1
normal_K01243.01,0
normal_K01244.01,0
normal_K01245.01,1
normal_K01247.01,0
normal_K01248.01,0
normal_K01249.01,0
normal_K01250.01,0
normal_K01252.01,0
normal_K01253.01,0
normal_K01254.01,0
normal_K01256.01,0
normal_K01257.01,1
normal_K01258.01,1
normal_K01258.02,1
normal_K01258.03,1
normal_K01259.01,0
normal_K01260.01,0
normal_K01261.01,1
normal_K01261.02,1
normal_K01262.01,0
normal_K01263.01,0
normal_K01264.01,1
normal_K01265.01,0
normal_K01266.01,1
normal_K01267.01,0
normal_K01269.01,0
normal_K01270.01,1
normal_K01270.02,1
normal_K01272.01,0
normal_K01273.01,1
normal_K01274.01,1
normal_K01275.01,1
normal_K01277.01,0
normal_K01278.01,1
normal_K01278.02,1
normal_K01278.03,1
normal_K01278.04,1
normal_K01278.05,0
normal_K01279.01,1
normal_K01279.02,1
normal_K01280.01,0
normal_K01281.01,1
normal_K01282.01,1
normal_K01283.01,1
normal_K01284.01,0
normal_K01285.01,0
normal_K01286.01,0
normal_K01287.01,0
normal_K01288.01,1
normal_K01289.01,0
normal_K01289.02,0
normal_K01290.01,0
normal_K01291.01,0
normal_K01292.01,0
normal_K01293.01,0
normal_K01294.01,0
normal_K01295.01,0
normal_K01296.01,0
normal_K01297.01,0
normal_K01298.01,1
normal_K01298.02,1
normal_K01299.01,1
normal_K01300.01,1
normal_K01301.01,1
normal_K01301.02,1
normal_K01302.01,1
normal_K01304.01,1
normal_K01305.01,1
normal_K01305.02,1
normal_K01306.01,1
normal_K01306.02,1
normal_K01306.03,1
normal_K01306.04,1
normal_K01307.01,1
normal_K01307.02,1
normal_K01308.01,1
normal_K01309.01,1
normal_K01310.01,1
normal_K01311.01,1
normal_K01312.01,1
normal_K01312.02,0
normal_K01313.01,0
normal_K01314.01,1
normal_K01316.01,1
normal_K01317.01,0
normal_K01318.01,0
normal_K01319.01,0
normal_K01320.01,1
normal_K01321.01,0
normal_K01322.01,0
normal_K01323.01,1
normal_K01324.01,0
normal_K01325.01,1
normal_K01326.01,0
normal_K01327.01,0
normal_K01329.01,1
normal_K01330.01,0
normal_K01330.02,0
normal_K01332.01,1
normal_K01332.02,1
normal_K01332.03,1
normal_K01333.01,0
normal_K01334.01,0
normal_K01334.02,0
normal_K01335.01,1
normal_K01336.01,1
normal_K01336.02,1
normal_K01336.03,1
normal_K01337.01,1
normal_K01338.01,1
normal_K01339.01,1
normal_K01340.01,0
normal_K01341.01,1
normal_K01342.01,1
normal_K01342.02,1
normal_K01343.01,0
normal_K01344.01,1
normal_K01345.01,0
normal_K01346.01,0
normal_K01347.01,0
normal_K01347.02,0
normal_K01348.01,0
normal_K01349.01,0
normal_K01350.01,0
normal_K01351.01,0
normal_K01352.01,0
normal_K01353.01,1
normal_K01353.02,1
normal_K01354.01,0
normal_K01355.01,1
normal_K01359.01,1
normal_K01360.01,1
normal_K01360.02,1
normal_K01361.01,1
normal_K01363.01,1
normal_K01363.02,1
normal_K01364.01,1
normal_K01364.02,1
normal_K01364.03,1
normal_K01364.04,1
normal_K01364.05,1
normal_K01365.01,0
normal_K01366.01,1
normal_K01366.02,1
normal_K01367.01,1
normal_K01368.01,0
normal_K01369.01,1
normal_K01370.01,1
normal_K01371.01,0
normal_K01372.01,0
normal_K01373.01,0
normal_K01374.01,0
normal_K01375.01,1
normal_K01376.01,0
normal_K01377.01,1
normal_K01378.01,0
normal_K01378.02,0
normal_K01379.01,1
normal_K01380.01,0
normal_K01381.01,0
normal_K01382.01,0
normal_K01383.01,0
normal_K01384.01,0
normal_K01387.01,0
normal_K01388.01,0
normal_K01389.01,0
normal_K01390.01,0
normal_K01391.01,0
normal_K01392.01,0
normal_K01394.01,0
normal_K01395.01,1
normal_K01398.01,1
normal_K01400.01,0
normal_K01401.01,0
normal_K01402.01,1
normal_K01403.01,1
normal_K01404.01,1
normal_K01405.01,1
normal_K01406.01,1
normal_K01407.01,0
normal_K01408.01,1
normal_K01408.02,0
normal_K01409.01,1
normal_K01410.01,1
normal_K01412.01,1
normal_K01413.01,1
normal_K01413.02,1
normal_K01413.03,1
normal_K01414.01,0
normal_K01415.01,0
normal_K01416.01,1
normal_K01417.01,0
normal_K01418.01,0
normal_K01419.01,0
normal_K01422.01,1
normal_K01422.02,1
normal_K01422.03,1
normal_K01422.04,1
normal_K01422.05,1
normal_K01423.01,1
normal_K01424.01,1
normal_K01425.01,1
normal_K01426.01,1
normal_K01426.02,1
normal_K01427.01,1
normal_K01428.01,1
normal_K01429.01,1
normal_K01430.01,1
normal_K01430.02,1
normal_K01430.03,1
normal_K01432.01,1
normal_K01432.02,1
normal_K01432.03,1
normal_K01432.04,1
normal_K01433.01,1
normal_K01434.01,1
normal_K01435.01,1
normal_K01435.02,1
normal_K01436.01,1
normal_K01436.02,1
normal_K01436.03,1
normal_K01437.01,1
normal_K01437.02,0
normal_K01437.03,0
normal_K01438.01,1
normal_K01439.01,1
normal_K01440.01,1
normal_K01441.01,1
normal_K01442.01,1
normal_K01443.01,0
normal_K01444.01,1
normal_K01445.01,1
normal_K01446.01,0
normal_K01447.01,0
normal_K01447.02,0
normal_K01448.01,0
normal_K01449.01,0
normal_K01450.01,1
normal_K01451.01,0
normal_K01452.01,0
normal_K01453.01,0
normal_K01454.01,0
normal_K01456.01,1
normal_K01457.01,1
normal_K01459.01,0
normal_K01460.01,0
normal_K01461.01,0
normal_K01462.01,0
normal_K01463.01,0
normal_K01464.01,0
normal_K01467.01,0
normal_K01468.01,0
normal_K01469.01,0
normal_K01470.01,1
normal_K01471.01,0
normal_K01472.01,1
normal_K01474.01,1
normal_K01475.01,1
normal_K01475.02,1
normal_K01476.01,1
normal_K01478.01,1
normal_K01479.01,0
normal_K01480.01,1
normal_K01481.01,1
normal_K01482.01,0
normal_K01483.01,0
normal_K01484.01,0
normal_K01485.01,0
normal_K01486.01,1
normal_K01486.02,1
normal_K01487.01,0
normal_K01488.01,1
normal_K01489.01,1
normal_K01490.01,0
normal_K01491.01,1
normal_K01492.01,0
normal_K01493.01,0
normal_K01494.01,1
normal_K01495.01,1
normal_K01496.01,0
normal_K01497.01,0
normal_K01498.01,1
normal_K01499.01,1
normal_K01500.01,0
normal_K01501.01,1
normal_K01502.01,0
normal_K01503.01,1
normal_K01504.01,0
normal_K01505.01,1
normal_K01506.01,1
normal_K01507.01,1
normal_K01508.01,1
normal_K01509.01,0
normal_K01511.01,1
normal_K01512.01,0
normal_K01513.01,0
normal_K01514.01,0
normal_K01515.01,1
normal_K01515.02,1
normal_K01516.01,1
normal_K01517.01,1
normal_K01518.01,1
normal_K01519.01,1
normal_K01520.01,1
normal_K01521.01,1
normal_K01522.01,1
normal_K01523.01,0
normal_K01524.01,0
normal_K01525.01,1
normal_K01526.01,1
normal_K01528.01,1
normal_K01529.01,1
normal_K01529.02,1
normal_K01530.01,1
normal_K01531.01,1
normal_K01532.01,1
normal_K01533.01,1
normal_K01534.01,1
normal_K01534.02,1
normal_K01535.01,1
normal_K01536.01,1
normal_K01538.01,0
normal_K01539.01,0
normal_K01540.01,0
normal_K01541.01,0
normal_K01541.02,0
normal_K01542.01,0
normal_K01543.01,0
normal_K01545.01,0
normal_K01545.02,0
normal_K01548.01,0
normal_K01550.01,0
normal_K01551.01,0
normal_K01553.01,1
normal_K01554.01,0
normal_K01556.01,0
normal_K01557.01,1
normal_K01557.02,1
normal_K01557.03,1
normal_K01557.04,1
normal_K01558.01,0
normal_K01559.01,0
normal_K01561.01,0
normal_K01562.01,0
normal_K01563.01,1
normal_K01563.02,1
normal_K01563.03,1
normal_K01563.04,1
normal_K01564.01,1
normal_K01565.01,0
normal_K01566.01,0
normal_K01567.01,1
normal_K01567.02,1
normal_K01567.03,1
normal_K01567.04,1
normal_K01568.01,0
normal_K01569.01,1
normal_K01570.01,1
normal_K01571.01,0
normal_K01572.01,1
normal_K01573.01,1
normal_K01574.01,1
normal_K01574.02,1
normal_K01575.01,0
normal_K01576.01,1
normal_K01576.02,1
normal_K01577.01,1
normal_K01578.01,0
normal_K01579.01,0
normal_K01580.01,0
normal_K01581.02,1
normal_K01583.01,1
normal_K01584.01,1
normal_K01585.01,1
normal_K01586.01,1
normal_K01588.01,1
normal_K01589.01,1
normal_K01589.02,1
normal_K01589.03,1
normal_K01589.04,1
normal_K01589.05,1
normal_K01592.01,0
normal_K01593.01,1
normal_K01593.02,1
normal_K01594.01,0
normal_K01595.01,1
normal_K01596.01,1
normal_K01596.02,1
normal_K01598.01,1
normal_K01598.02,1
normal_K01598.03,1
normal_K01599.01,1
normal_K01602.01,1
normal_K01603.01,1
normal_K01604.01,0
normal_K01605.01,0
normal_K01606.01,1
normal_K01607.01,0
normal_K01608.01,1
normal_K01608.02,1
normal_K01609.01,1
normal_K01610.01,0
normal_K01611.01,0
normal_K01612.01,1
normal_K01613.01,1
normal_K01614.01,0
normal_K01615.01,1
normal_K01616.01,1
normal_K01617.01,0
normal_K01618.01,1
normal_K01620.01,0
normal_K01621.01,1
normal_K01623.01,0
normal_K01624.01,0
normal_K01625.01,0
normal_K01626.01,1
normal_K01627.01,1
normal_K01627.02,1
normal_K01628.01,1
normal_K01628.02,1
normal_K01629.01,1
normal_K01632.01,1
normal_K01633.01,1
normal_K01634.01,0
normal_K01635.01,0
normal_K01636.01,0
normal_K01636.02,0
normal_K01637.01,1
normal_K01638.01,0
normal_K01639.01,0
normal_K01640.01,0
normal_K01641.01,1
normal_K01642.01,0
normal_K01643.01,1
normal_K01644.01,0
normal_K01645.01,0
normal_K01646.01,1
normal_K01647.01,1
normal_K01647.02,1
normal_K01648.01,1
normal_K01649.01,1
normal_K01650.01,1
normal_K01650.02,1
normal_K01651.01,1
normal_K01652.01,0
normal_K01653.01,0
normal_K01654.01,0
normal_K01655.01,1
normal_K01657.01,0
normal_K01658.01,1
normal_K01659.01,1
normal_K01661.01,0
normal_K01662.01,0
normal_K01663.01,0
normal_K01664.01,0
normal_K01665.01,1
normal_K01667.01,0
normal_K01668.01,0
normal_K01669.01,1
normal_K01671.01,1
normal_K01672.01,1
normal_K01673.01,0
normal_K01674.01,0
normal_K01676.01,0
normal_K01677.01,1
normal_K01678.01,0
normal_K01679.01,0
normal_K01680.01,0
normal_K01682.01,0
normal_K01683.01,1
normal_K01686.01,0
normal_K01687.01,1
normal_K01688.01,1
normal_K01689.01,0
normal_K01690.01,0
normal_K01691.01,0
normal_K01692.01,1
normal_K01692.02,1
normal_K01693.01,0
normal_K01694.01,0
normal_K01695.01,1
normal_K01696.01,0
normal_K01697.01,0
normal_K01698.01,0
normal_K01699.01,0
normal_K01700.01,1
normal_K01703.01,0
normal_K01704.01,1
normal_K01705.01,1
normal_K01706.01,1
normal_K01707.01,1
normal_K01707.02,1
normal_K01709.01,0
normal_K01710.01,1
normal_K01711.01,1
normal_K01712.01,0
normal_K01713.01,1
normal_K01713.02,1
normal_K01714.01,0
normal_K01715.01,1
normal_K01716.01,1
normal_K01717.01,1
normal_K01718.01,1
normal_K01718.02,1
normal_K01719.01,0
normal_K01720.01,1
normal_K01721.01,1
normal_K01722.01,1
normal_K01723.01,1
normal_K01724.01,1
normal_K01725.01,1
normal_K01726.01,1
normal_K01727.01,1
normal_K01728.01,0
normal_K01729.01,0
normal_K01730.01,0
normal_K01731.02,0
normal_K01732.01,1
normal_K01734.01,0
normal_K01735.01,0
normal_K01736.01,1
normal_K01738.01,1
normal_K01740.01,0
normal_K01741.01,0
normal_K01742.01,0
normal_K01743.01,0
normal_K01744.01,0
normal_K01746.01,1
normal_K01747.01,0
normal_K01747.02,0
normal_K01748.01,0
normal_K01749.01,1
normal_K01750.01,1
normal_K01751.01,1
normal_K01752.01,0
normal_K01753.01,0
normal_K01754.01,1
normal_K01755.01,0
normal_K01757.01,0
normal_K01759.01,0
normal_K01760.01,1
normal_K01760.02,1
normal_K01761.01,0
normal_K01762.01,0
normal_K01763.01,0
normal_K01765.01,0
normal_K01766.01,0
normal_K01767.01,0
normal_K01768.01,0
normal_K01769.01,0
normal_K01770.01,0
normal_K01771.01,0
normal_K01774.01,0
normal_K01775.01,0
normal_K01776.01,0
normal_K01777.01,0
normal_K01778.01,0
normal_K01779.01,1
normal_K01779.02,1
normal_K01780.01,0
normal_K01781.01,1
normal_K01781.02,1
normal_K01781.03,1
normal_K01782.01,0
normal_K01783.01,1
normal_K01783.02,1
normal_K01785.01,0
normal_K01786.01,0
normal_K01787.01,1
normal_K01788.01,1
normal_K01789.01,0
normal_K01790.01,1
normal_K01791.01,0
normal_K01792.01,1
normal_K01792.02,0
normal_K01792.03,1
normal_K01794.01,0
normal_K01795.01,0
normal_K01796.01,0
normal_K01797.01,1
normal_K01798.01,0
normal_K01799.01,0
normal_K01800.01,1
normal_K01801.01,1
normal_K01802.01,1
normal_K01803.02,0
normal_K01803.03,0
normal_K01804.01,1
normal_K01805.01,1
normal_K01805.02,1
normal_K01805.03,1
normal_K01806.01,0
normal_K01806.02,1
normal_K01806.03,1
normal_K01807.01,0
normal_K01808.01,1
normal_K01809.01,1
normal_K01809.02,1
normal_K01810.01,0
normal_K01811.01,0
normal_K01812.01,0
normal_K01813.01,1
normal_K01814.01,1
normal_K01815.01,1
normal_K01817.01,0
normal_K01818.01,1
normal_K01819.01,1
normal_K01820.01,1
normal_K01820.02,1
normal_K01821.01,1
normal_K01822.01,1
normal_K01823.01,0
normal_K01823.02,0
normal_K01824.01,1
normal_K01824.02,1
normal_K01825.01,1
normal_K01826.01,1
normal_K01827.01,0
normal_K01828.01,1
normal_K01829.01,0
normal_K01829.02,0
normal_K01830.01,1
normal_K01830.02,1
normal_K01831.01,1
normal_K01831.02,1
normal_K01831.03,1
normal_K01831.04,1
normal_K01832.01,1
normal_K01832.02,1
normal_K01832.03,1
normal_K01833.01,1
normal_K01833.02,1
normal_K01833.03,1
normal_K01834.01,0
normal_K01835.01,1
normal_K01835.02,1
normal_K01835.03,1
normal_K01836.01,0
normal_K01837.01,1
normal_K01837.02,1
normal_K01838.01,1
normal_K01839.01,1
normal_K01840.01,1
normal_K01841.01,1
normal_K01842.01,1
normal_K01843.01,1
normal_K01844.01,0
normal_K01845.01,1
normal_K01846.01,1
normal_K01847.01,1
normal_K01848.01,1
normal_K01849.01,1
normal_K01850.01,1
normal_K01851.01,1
normal_K01852.01,1
normal_K01853.01,1
normal_K01854.01,1
normal_K01855.01,0
normal_K01857.01,1
normal_K01858.01,1
normal_K01859.01,0
normal_K01860.01,1
normal_K01860.02,1
normal_K01862.01,1
normal_K01863.01,1
normal_K01864.01,1
normal_K01865.01,0
normal_K01866.01,1
normal_K01867.01,1
normal_K01867.02,1
normal_K01867.03,1
normal_K01868.01,1
normal_K01869.01,0
normal_K01870.01,1
normal_K01873.01,1
normal_K01873.02,1
normal_K01874.01,1
normal_K01874.02,1
normal_K01875.01,1
normal_K01875.02,1
normal_K01877.01,1
normal_K01878.01,1
normal_K01879.01,1
normal_K01880.01,1
normal_K01881.01,1
normal_K01882.01,1
normal_K01883.01,1
normal_K01885.01,1
normal_K01886.01,1
normal_K01887.01,0
normal_K01888.01,1
normal_K01889.01,1
normal_K01889.02,1
normal_K01890.01,1
normal_K01891.01,1
normal_K01891.02,1
normal_K01893.01,1
normal_K01894.01,1
normal_K01895.01,1
normal_K01895.02,1
normal_K01895.03,1
normal_K01896.01,0
normal_K01897.01,1
normal_K01898.01,1
normal_K01899.01,1
normal_K01900.01,1
normal_K01901.01,1
normal_K01902.01,0
normal_K01903.01,0
normal_K01904.01,1
normal_K01905.01,1
normal_K01905.02,1
normal_K01905.03,1
normal_K01907.01,1
normal_K01908.01,1
normal_K01908.02,1
normal_K01909.01,1
normal_K01909.02,1
normal_K01909.03,1
normal_K01910.01,1
normal_K01911.01,1
normal_K01912.01,0
normal_K01913.01,1
normal_K01914.01,1
normal_K01915.01,1
normal_K01915.02,1
normal_K01916.01,1
normal_K01916.02,1
normal_K01916.03,1
normal_K01917.01,1
normal_K01918.01,0
normal_K01919.01,0
normal_K01920.01,1
normal_K01921.01,1
normal_K01922.01,1
normal_K01922.03,1
normal_K01923.01,1
normal_K01924.01,0
normal_K01925.01,1
normal_K01926.01,0
normal_K01927.01,0
normal_K01928.01,1
normal_K01929.01,1
normal_K01929.02,1
normal_K01930.01,1
normal_K01930.02,1
normal_K01930.03,1
normal_K01930.04,1
normal_K01931.01,1
normal_K01931.02,1
normal_K01931.03,1
normal_K01932.01,1
normal_K01932.02,1
normal_K01933.01,1
normal_K01935.01,0
normal_K01936.01,0
normal_K01937.01,1
normal_K01938.01,1
normal_K01939.01,1
normal_K01940.01,1
normal_K01941.01,0
normal_K01943.01,1
normal_K01945.01,1
normal_K01948.01,0
normal_K01949.01,0
normal_K01950.01,1
normal_K01951.01,1
normal_K01952.01,1
normal_K01952.02,1
normal_K01952.03,1
normal_K01952.04,1
normal_K01953.01,0
normal_K01954.01,0
normal_K01955.01,1
normal_K01955.02,1
normal_K01955.03,1
normal_K01955.04,1
normal_K01956.01,0
normal_K01958.01,1
normal_K01959.01,1
normal_K01960.01,1
normal_K01960.02,1
normal_K01961.01,1
normal_K01961.02,0
normal_K01966.01,0
normal_K01967.01,1
normal_K01968.01,1
normal_K01969.01,1
normal_K01970.01,1
normal_K01970.02,1
normal_K01971.01,1
normal_K01972.02,1
normal_K01973.01,1
normal_K01974.01,1
normal_K01975.01,1
normal_K01976.01,1
normal_K01977.01,1
normal_K01977.02,1
normal_K01978.01,1
normal_K01978.02,1
normal_K01979.01,1
normal_K01980.01,1
normal_K01981.01,1
normal_K01982.01,1
normal_K01984.01,1
normal_K01985.01,1
normal_K01986.01,1
normal_K01986.02,1
normal_K01987.01,0
normal_K01988.01,1
normal_K01989.01,1
normal_K01990.01,1
normal_K01991.01,0
normal_K01992.01,1
normal_K01992.02,1
normal_K01993.01,0
normal_K01994.01,0
normal_K01995.01,0
normal_K01996.01,1
normal_K01997.01,1
normal_K01998.01,1
normal_K01999.01,0
normal_K02000.01,1
normal_K02001.01,1
normal_K02002.01,1
normal_K02003.01,0
normal_K02004.01,1
normal_K02004.02,1
normal_K02005.01,1
normal_K02006.01,1
normal_K02007.01,1
normal_K02007.02,1
normal_K02008.01,0
normal_K02010.01,1
normal_K02011.01,1
normal_K02011.02,1
normal_K02012.01,1
normal_K02013.01,1
normal_K02014.01,0
normal_K02015.01,0
normal_K02016.01,1
normal_K02017.01,1
normal_K02018.01,1
normal_K02019.01,1
normal_K02020.01,1
normal_K02021.01,1
normal_K02022.01,1
normal_K02022.02,1
normal_K02023.01,1
normal_K02024.01,1
normal_K02025.01,1
normal_K02025.02,1
normal_K02025.03,1
normal_K02026.01,1
normal_K02027.01,0
normal_K02028.01,1
normal_K02028.02,1
normal_K02028.03,1
normal_K02029.01,1
normal_K02029.02,1
normal_K02029.03,1
normal_K02030.01,0
normal_K02031.01,1
normal_K02032.01,1
normal_K02033.01,1
normal_K02034.01,1
normal_K02034.02,1
normal_K02035.01,1
normal_K02036.01,1
normal_K02036.02,1
normal_K02038.01,1
normal_K02038.02,1
normal_K02038.03,1
normal_K02038.04,1
normal_K02039.01,1
normal_K02039.02,1
normal_K02040.01,1
normal_K02043.01,1
normal_K02044.01,1
normal_K02045.01,1
normal_K02045.02,1
normal_K02045.03,1
normal_K02046.01,1
normal_K02047.01,1
normal_K02048.01,1
normal_K02048.02,0
normal_K02049.01,1
normal_K02050.01,0
normal_K02051.01,1
normal_K02051.02,1
normal_K02053.01,1
normal_K02053.02,1
normal_K02054.01,0
normal_K02055.01,1
normal_K02055.02,1
normal_K02055.03,1
normal_K02056.01,1
normal_K02057.01,1
normal_K02058.01,1
normal_K02059.01,1
normal_K02060.01,1
normal_K02062.01,1
normal_K02063.01,1
normal_K02065.01,1
normal_K02066.01,1
normal_K02067.01,1
normal_K02069.01,1
normal_K02070.01,0
normal_K02071.01,1
normal_K02072.01,1
normal_K02073.01,1
normal_K02073.02,1
normal_K02073.03,1
normal_K02074.01,1
normal_K02075.01,1
normal_K02076.01,1
normal_K02076.02,1
normal_K02077.01,0
normal_K02078.01,1
normal_K02078.02,1
normal_K02079.01,1
normal_K02080.01,1
normal_K02080.02,1
normal_K02081.02,0
normal_K02082.01,1
normal_K02083.01,1
normal_K02084.01,1
normal_K02085.01,0
normal_K02086.01,1
normal_K02086.02,1
normal_K02086.03,1
normal_K02087.01,1
normal_K02088.01,0
normal_K02089.01,0
normal_K02090.01,1
normal_K02091.01,1
normal_K02092.01,1
normal_K02092.02,1
normal_K02092.03,1
normal_K02094.01,1
normal_K02094.02,1
normal_K02095.01,1
normal_K02096.01,1
normal_K02097.01,1
normal_K02098.01,1
normal_K02098.02,1
normal_K02099.01,1
normal_K02100.01,1
normal_K02101.01,1
normal_K02102.01,1
normal_K02103.01,1
normal_K02104.01,1
normal_K02105.01,1
normal_K02106.01,1
normal_K02107.01,1
normal_K02108.01,1
normal_K02109.01,1
normal_K02110.01,1
normal_K02111.01,1
normal_K02111.02,1
normal_K02112.01,0
normal_K02113.01,1
normal_K02113.02,1
normal_K02114.01,1
normal_K02115.01,1
normal_K02116.01,1
normal_K02117.01,1
normal_K02118.01,0
normal_K02119.01,1
normal_K02120.01,1
normal_K02121.01,1
normal_K02122.01,1
normal_K02123.01,1
normal_K02125.01,1
normal_K02126.01,1
normal_K02127.01,0
normal_K02128.01,0
normal_K02129.01,1
normal_K02130.01,1
normal_K02131.01,1
normal_K02132.01,1
normal_K02133.01,1
