Headline,Category
Legislativo fija para el 13 de marzo interpelación a ministra Achacollo por caso Fondo Indígena,1
El TED de Pando ve ‘muy complicado’ llevar el proceso electoral de marzo por inundaciones,1
Galeano recibe a Morales y dice que el Libro del Mar debía denominarse «Libro del Mar Robado»,1
Evo Morales llama a Chile en la Aladi a cumplir con su compromiso de libre tránsito,1
Evo Morales inicia agenda en Uruguay con visita a Galeano,1
Audiencias de Bolivia y Chile en la CIJ serán transmitidas por Tv,1
"‘No tengo miedo, no me llevé ni un boliviano’",1
‘Hay una crisis en el control de recursos’,1
Un juez ordena la captura de Soza,1
Jefe peruano llega por caso Belaunde,1
Cae Aramayo y Gobierno toma control del Fondioc,1
Militares constituyen el cuerpo de seguridad del Presidente,1
Chánez pedirá unos $us 100 MM por daños,1
Habilitan a 6.043.162 personas para comicios subnacionales,1
Evo está en Uruguay para su cita con Mujica,1
Morales iniciará su agenda en Uruguay con una visita al reconocido escritor Eduardo Galeano,1
El TSE habilitó a 6.043.162 ciudadanos para emitir su voto en las subnacionales de marzo,1
Morales viaja a Uruguay para reunirse con Mujica,1
Juez declara en rebeldía al exfiscal Soza y dispone su aprehensión,1
Mesa intensificará hasta abril explicación de la demanda marítima en América del Sur y Europa,1
Perú envía a La Paz a procurador para gestionar la extradición de Martín Belaunde,1
Guaraníes dicen que no recibieron recursos del Fondo Indígena,1
El Gobierno posesiona a interventora en el Fondo Indígena con misión de fiscalizar y transparentar manejo económico,1
Chile exploró en 1971 atender el reclamo del mar,1
García Linera y Menchú comparten información sobre la demanda marítima,1
Morales se reunirá con Mujica en Uruguay,1
Fondioc destinó Bs 730 millones para proyectos,1
Aramayo: El seguimiento ha sido insuficiente,1
Morales pide ampliar cifra de policías para la seguridad,1
Militares no relevarán a oficiales de enlace,1
Cocaleros se enfrentan y causan dos heridos,1
"Candidatos de La Paz quieren debatir, pero con condiciones",1
Villegas reitera denuncia contra gabinete jurídico,1
En abril darán inicio al juicio del caso Misiles,1
Costas niega haber tenido reuniones con Rózsa,1
"Allende iba  a dar mar a Bolivia, sin condiciones",1
Testigo confirma que Allende y Taboada hablaron de una salida al mar con soberanía para Bolivia,1
La OEA concluye labor sobre Padrón Electoral y anuncia recomendaciones para segunda etapa,1
Consejo de la Magistratura sancionó a 395 funcionarios judiciales en 2014,1
Tribunal Electoral de La Paz fija 13 prohibiciones para la campaña electoral,1
La CIDH estableció violación de derechos de la exalcaldesa Lupe Andrade y pasa el caso a la CorteIDH,1
Morales pide al Alto Mando destinar más policías a las calles y a oficiales ‘saber mandar’,1
Transparencia apunta a establecer quiénes y cuánto aprobaron para proyectos en el Fondo Indígena,1
Marcelo Silva será candidato por el MAS,1
Exfiscal Soza asegura que Costas trajo a Rózsa al país,1
Soza está a punto de ser declarado rebelde,1
TSE prepara la regulación de la campaña con 13 prohibiciones,1
Transparencia interviene el Fondo Indígena,1
Bolivia ‘pone a punto’ plan para validar la competencia de la CIJ,1
En Palmasola aún habitan 300 niños,1
La FELCN decomisa 155 kilos de cocaína,1
Policía empieza a reasignar efectivos,1
Transparencia interviene el Fondo Indígena para verificar información sobre manejo de recursos,1
Decomisan más de 134 kilos de cocaína en el Municipio de Sacaba,1
Uno de los acusados en caso 24 de Mayo admite culpa y es condenado a dos años de cárcel,1
El TSE: Menos de 1.000 personas de 32.000 inhabilitados pagaron la multa y podrán votar,1
Candidatos municipales recibirán capacitación en desarrollo humano y derechos de la niñez y adolescencia,1
FELCN incauta 134 kilos de droga y desarticula un clan familiar de narcotraficantes en Cochabamba,1
Felipa Huanca asegura que en 2011 presentó informes de descargo al Fondo Indígena,1
Militares y Aduana incineran un camión con ropa usada en localidad de Calacoto,1
Arce visita el trópico y promete continuar con legado de Evo,1
Denuncian que Áñez no transfirió recursos a hospitales de 3er nivel desde abril,1
"La pandemia registra su peor día, con 13.000 muertes y casi 700.000 contagios",1
"Presidente Arce destaca incremento del 3,38% a las rentas de los jubilados",1
Comienza en Venezuela el voto presencial en la consulta promovida por Guaidó,1
Piden basta de “dedazo” y Evo responde que se “eligió a los mejores”,1
Richter sobre vocería: “Es parte de una política gubernamental para una mejor información”,1
"Ante escalada de casos, Salud niega que exista una segunda ola de Covid-19",1
Inspección confirma graves daños en equipos de la planta de Urea,1
Ministro de Gobierno se reúne con dirigentes de la zona sur de Cochabamba,1
Conozca las empresas que ofrecen seguros Covid-19 en Bolivia y qué gastos cubre,1
Gobierno anuncia adquisición de pruebas antigénicas para evitar segunda ola de Covid-19,1
Ministro fija línea de unidad y apoyo a policías de base ante un congreso de Anssclapol,1
Natxo González es el nuevo entrenador de Bolívar,1
"Arce: Evo no solo me ha puesto en la espalda el proceso, sino 1.400 obras por inaugurar",1
Capturan a tres personas por robo en proclamación de Copa como precandidata del MAS en El Alto,1
Detienen a dos funcionarios de Sabsa por narcotráfico e investigan nexos con Brasil y Paraguay,1
Convocarán a Sociedad de Ingenieros y Arquitectos para modificar ruta de la línea amarilla del tren,1
Camacho anticipa que será candidato en las subnacionales en Santa Cruz,1
Plan de reactivación de la planta de urea vendrá luego de cuantificar daños,1
Gobierno cuestiona a la oposición por hacer política con la salud de Arce,1
"Guaidó celebra la participación en su consulta, pese a la baja asistencia",1
"Perú investiga un ""evento adverso serio"" en voluntario de vacuna de Sinopharm",1
Continúa la escalada de contagios en Santa Cruz y registra 218 nuevos casos de Covid-19 en un día,1
Países sudaméricanos promoverán la cooperación para alcanzar la inmunidad contra la Covid-19,1
Masiva caminata proclama a excívico Jhonny Llally como candidato a la Alcaldía de Potosí,1
Reportan dos hechos de violencia sexual contra menores en el trópico,1
Ministro se reúne con asambleístas para nuevo trazo del tren metropolitano,1
Arrestan a 30 personas en el marco del plan “Mercado Seguro”,1
Los casos de Covid-19 ascienden y hospitales aún carecen de personal,1
MAS define a 30% de candidatos  a alcaldías con líos en 4 municipios,1
Médicos se quedaron hasta sin hilo para suturar heridas en Quillacollo,1
Mataderos contaminan 5 ríos con residuos de reses,1
Hospital del Niño registra dos casos de hipotiroidismo al mes,1
Gestionan instalación de radioterapia en el Viedma,1
Santa Cruz registra 185 casos de covid en un día; el rebrote es ya un hecho,1
Testifica en el caso Huayllani un excomandante de la Séptima División del Ejército,1
Limpian cauce del río Maylanco en Sacaba,1
Sacaba siembra semilla de papa de alta calidad,1
Encienden luces navideñas en el parque de Dinosaurios de Sacaba,1
EEUU autoriza vacuna de Pfizer-BioNTech contra el Covid-19,1
Hospital promueve inclusión de niños con discapacidad intelectual,1
Perú suspende por precaución el ensayo de vacuna china contra el Covid-19,1
Apuestan por la producción agroecológica y organizan feria en El Alto,1
Entregan tanques y pozos de agua que beneficiarán a unas 80 comunidades en Santa Cruz,1
Declaran alerta naranja por crecida de ríos en Chapare,1
Bolivia reporta 333 casos nuevos de coronavirus y Santa Cruz lidera la lista con 218,1
"Choquehuanca dijo que en Bolivia querían silenciar a los indígenas ""para que no reclamen sus derechos""",1
Anapo rechaza abrogación de decretos que permitían libre exportación,1
Habilitan aplicación “UNImóvil Plus” para el depósito virtual del Bono Contra el Hambre,1
Sergio Choque está dispuesto a declinar postulación a favor de quien sea elegido de manera orgánica,1
Posesionan a Óscar Ferrufino como director de la APS,1
Salud reporta cuatro municipios con riesgo alto de contagios de Covid-19,1
"Fiscalía imputa a responsable de compras del Ministerio de Salud en el caso ""respiradores chinos""",1
Elaboran identikit para dar con otra implicada en la falsificación de la firma del Presidente,1
Fuertes vientos levantan techo del refugio Gamaliel; piden ayuda,1
Ministro Lima se compromete a ayudar a la víctima del abogado Jhasmany,1
"Bolivia reporta 312 nuevos contagios de Covid-19, el 60% se registran en Santa Cruz",1
Jorge Richter es designado como Vocero Presidencial,1
Cancillería contempla pedir información a instancias internacionales para indagar préstamo del FMI,1
Millones de foquitos encienden el espíritu navideño en Cochabamba,1
El Gobierno abroga los decretos que permitían exportar alimentos,1
Vecinos de bastión chavista en Venezuela divididos sobre consulta de Guaidó,1
"Avanza la ley del aborto en Argentina, las claves de un proyecto histórico",1
"Presentan denuncia por ""actos vandálicos"" tras elección de candidatos del MAS en Potosí",1
Potosí: precandidato del MAS a la Gobernación fue chicoteado por afines a ese partido,1
Ministro de Salud asegura que no existe ninguna definición sobre regreso de médicos cubanos,1
Gobierno y mancomunidades del trópico acuerdan reactivar el aeropuerto de Chimoré,1
YPFB denuncia a Zamora y Soliz por daño económico de $us 160 millones en planta de urea,1
Autoridades y Colegio Médico definen acciones conjuntas ante incremento de casos de Covid-19,1
Piden al Senado conformar una comisión para indagar la injerencia extranjera en la justicia,1
"Covid-19: Loza pide ""prepararse para lo peor"", incluso psicológicamente",1
El MAS confirma a Cox como candidato a la Alcaldía,1
Evo se “ocultó” en un cuarto tres horas y el candidato designado por él fue desconocido en Potosí,1
El MAS presenta a Humberto Sánchez como candidato a la Gobernación,1
Personal de salud de Quillacollo levanta paro tras aprobación de presupuesto,1
Impuesto a la chicha subirá 240 veces tras acuerdo para la compra de 60 mil T de maíz,1
Arce viaja este domingo a Brasil para un chequeo médico tras superar el cáncer y vuelve el martes,1
"Buscan a persona que habría ""vendido"" la carta con firma falsificada de Arce",1
El Sillar: traslado de postes de ENDE y ductos de YPFB demoran la obra,1
Congreso de EEUU decidirá si otorga inmunidad a Sudán por ataques de Al Qaida,1
"Los efectos secundarios de las vacunas, una preocupación primordial",1
Venezuela acusa a Colombia y EEUU de planear detonar instalación petrolera,1
Aprueban impuesto para “millonarios” y Loza dice que cocaleros siempre aportaron,1
Quillacollo aprueba Bs 10 millones para salud,1
Seis municipios sufren por sequía en el sur y cuatro por granizo en el valle,1
"Pese a tener sentencia, Kushner sale libre después de cinco años de cárcel",1
Retroactivo a jubilados será desde enero de 2020,1
"El 1 de febrero se volverá a clases, aunque falta definir la modalidad",1
"Granizada destruyó 120 Ha de papa, uva, maíz y alfalfa",1
Los acusados del caso Scouts La Paz buscan extinguir el proceso penal,1
La Fiscalía acusa a  Leyes por dos delitos en el caso Comidas,1
Arce viajará a Brasil a someterse a un chequeo médico tras superar el cáncer,1
Denuncian mal manejo de lixiviados en K’ara K’ara,1
Policía aprehende a hombre que golpeó con un martillo a su esposa,1
Niña cuenta que su padre y su tío la violaban,1
Veintidós jueces inician  carrera y son posesionados  tras finalizar la Escuela Judicial,1
Vinto sigue sin recoger la basura; tratará de reciclar,1
Santa Cruz encabeza el rebrote de Covid-19 y hay alarma en todo el país,1
Personal de salud pide trabajar  sólo seis horas  en los hospitales,1
Gobierno abre consulta para reformar la justicia y postergar el referendo,1
Canasta escolar complica a Sipe Sipe y a Cercado,1
Vicepresidente cuestiona persecución por DDHH y la libertad de expresión,1
Covid-19: se abre paso la combinación de vacunas para mejorar su eficacia,1
Montaño confirma que ampliarán el plazo de la entrega de obras en El Sillar,1
Más de 100 personas se quedan sin atención por paro del hospital de Quillacollo,1
"Defensa de Leyes: “El Alcalde está molesto, pero sabe que nos irá bien en el juicio”",1
Australia abandona desarrollo de su propia vacuna anticovid-19 tras falso diagnóstico de VIH,1
Gerente de la CNS iniciará un proceso penal contra el ejecutivo de Fesimras por difamación y calumnias,1
CBN firma convenio para la compra de 60.000 toneladas de maíz,1
Ministerio Público presenta acusación contra Leyes por el caso Comidas,1
Sernap cambia al director del Parque Tunari,1
MAS en Potosí: campesinos descontentos con candidato a gobernador eligen a otro postulante,1
"Gobierno abroga seis Decretos Supremos de Áñez por considerarlos ""neoliberales""",1
"William Kushner, sentenciado por el feminicidio de Andrea Aramayo, abandona la cárcel de San Pedro",1
Comité de expertos de EEUU recomienda autorizar vacuna de Pfizer/BioNTech,1
Ministerio aclara que “no pretendió legalizar asentamientos” en el Tunari,1
Asamblea conformará comisión mixta para investigar destino de donaciones en el gobierno de Añez,1
ASFI instruye a la banca no cobrar intereses adicionales por cuotas de crédito diferidas,1
En Diputados acordaron que Impuesto a la Riqueza sea por dos años,1
"Continúa el ascenso de nuevos casos de Covid-19 en Bolivia, principalmente en Santa Cruz",1
CIPB: Paralización de la planta de urea dañó turbina que cuesta $us 36 MM,1
Ministro de Obras Públicas inspecciona la doble vía El Sillar y la hidrovía Ichilo-Mamoré,1
Piden a restaurantes mejorar bioseguridad contra Covid-19 en Quillacollo,1
Eva Copa se retracta y asevera que hubo “golpe de Estado” en 2019,1
TGN inicia pago del aguinaldo de Navidad al sector público y rentistas del Sistema de Reparto,1
Diputados aprueba la Ley de Impuesto a las Grandes Fortunas,1
Campaña para evitar casos de Covid-19 en las filas de la Policía se enfocará en tres ejes,1
Denuncian avance de loteamientos de Albarrancho hacia Caico,1
MAS inscribirá a León como candidato a Gobernador por Chuquisaca para las subnacionales,1
ONU insta a defender los derechos humanos y edificar una cultura de paz en Bolivia,1
"Presidente de Argentina: ""El primero que se va a dar la vacuna soy yo""",1
Perú culmina primera fase de ensayos de vacuna china en 12.000 voluntarios,1
Los diputados argentinos debaten la ley del aborto rodeados de expectación,1
"Exdiputada Patty dice que Ministro de Gobierno ""actúa como pitita"" y pide destituirlo",1
"Choquehuanca: ""A nadie se le tiene que perseguir por decir sus ideas""",1
Santa Cruz: COED restringe circulación hasta las 22:00 desde el lunes,1
"Loza sobre propuesta de impuesto a cocaleros: ""Nunca nos hemos corrido""",1
Intentaron enviar droga impregnada en ropa deportiva hacia Hong Kong,1
Granizada en Quillacollo deja daños en 4 instalaciones y 3 comunidades,1
"Alistan reunión nacional para tener ""un sistema de salud preparado"" ante posible segunda ola de Covid-19",1
