Id,Category,Topic,Source,Headline,Text,Link
255,Fake,Economy,Hay noticia,Las monedas de euro cambiarán la cara del Rey por la de deportistas nacionales como Nadal e Iniesta,"Las monedas de euro cambiarán la cara del Rey por la de deportistas nacionales como Nadal e Iniesta La Fábrica Nacional de Moneda y Timbre ya está acuñando las nuevas monedas que verán la luz a partir del segundo trimestre de este año *NUMBER*, la cara de su Majestad el Rey Felipe VI será sustituida, al menos temporalemente, por la de nuestros mejores deportistas nacionales.
Este importante cambio de aspecto lleva meses gestándose y tras varios rumores por fin ha sido confirmado, solo falta por conocer la identidad de dichos deportistas, aunque una imagen filtrada ya ha adelantado a dos de ellos que no pillarán a nadie por sorpresa, Rafael Nadal y Andrés Iniesta, dos referentes internacionales de nuestro deporte.
Según ha podido saberse el Gobierno es muy consciente de que, tras los malos momentos económicos que estamos viviendo, lo único que nos mantiene en la élite mundial es el deporte y nuestros deportistas. En Internet ya han comenzado las críticas ""buen cambio, si señor, a mi los que me representan de verdad son los Gasol y compañía, deseando estoy de coleccionar sus monedas"", y también las negativas ""es una falta de decoro, el Rey es el único merecedor de ser acuñado, quién ha elegido a estos deportistas?"".",https://haynoticia.es/las-monedas-euro-cambiaran-la-cara-del-rey-la-deportistas-nacionales-nadal-e-iniesta3333/
257,Fake,Economy,Argumento Político,*NUMBER* pesos de salario minimo al dia es demasiado para un mexicano,"""*NUMBER* pesos de salario mínimo al día es demasiado para un mexicano"" Osorio Chong
La Comisión Nacional de los Salarios Mínimos (Conasami) anunció este miércoles un aumento de *NUMBER* por ciento en salario mínimo, que pasará de *NUMBER* a *NUMBER* pesos por día a partir del primero de enero del año que entra. De acuerdo con el presiente del organismo, Basilio González, este aumento consta de dos partes, un primero de *NUMBER* por ciento para llegar a *NUMBER* pesos diarios, por concepto de ""recuperación del salario"" y un segundo por otro *NUMBER* por ciento. ""El primer aumento de *NUMBER* pesos es exclusivamente para los trabajadores asalariados que perciban un salario mínimo, por eso se hace la insistencia fundamental de que esto de ninguna manera debe impactar salarios de contratación colectiva ni precios"", explicó. Por su parte, el vocero del sector patronal ante el organismo, Tomás Navidad, añadió que este aumento de *NUMBER* por ciento no impactará a la inflación. ""Se espera que no sea inflacionario porque estamos en una mecánica de que si tomamos en cuenta el primer incremento de *NUMBER* pesos y lo repercuten sólo sobre los trabajadores de salario mínimo, estamos hablando de un universo de trabajadores asalariados de salario mínimo de tiempo completo que son *NUMBER* millones de trabajadores"". ""Hay una exhortación para que no se repercutan esos *NUMBER* pesos, que sólo van para el salario mínimo, en los precios; la inflación y precios están ligadas a la inflación del país y movimiento del dólar y fluctuación de mercados, entre otras variables, pero que no se vaya a tomar como pretexto para que los empresarios suban precios por esos *NUMBER* pesos al salario mínimo"", remató.",http://www.argumentopolitico.com/2016/12/80-pesos-de-salario-minimo-al-dia-es.html
258,Fake,Economy,La voz popular,SANGRE HUMANA MARCA HEINZ,"SANGRE HUMANA MARCA HEINZ
Sangre marca Heinz, el nuevo producto del conocido fabricante de salsas, según las informaciones filtradas será lanzado en *NUMBER*.
Desde hace unos meses se sabe que McDonald's no renovará su contrato con Heinz para seguir dispensando sus bolsitas de Ketchup a partir de *NUMBER*. Se estima que las bolsitas de ketchup en McDonald's suponen el *NUMBER*'*NUMBER*% del volumen de negocio de Heinz, por lo que el fabricante de salsas ha hecho una importante inversión en i+D para lanzar nuevos productos.
El i+D cambiará el rumbo de Heinz
Sangre humana marca Heinz
Las inversiones filantrópicas que Heinz hizo en el pasado en materias como educación, medicina o ingeniería de los alimentos se van a ver amortizadas si el nuevo producto de Heinz, la sangre humana tiene buena acogida en el mercado.
""Gran parte de la labor de i+D de Heinz se ha llevado a cabo en las ciencias médicas, el proyecto de sintetizar sangre humana Heinz para transplantes era el más avanzado"" afirma Kernan Keinz Vallribera, consejero delegado de Heinz España , cuando le pregunamos por el motivo de empezar a comercializar un producto tan raro como la sangre humana marca Heinz.
Sangre a bajo coste
Según los responsables del producto, Heinz comercializaría la sangre humana con un precio muy asequible con el objetivo de que compara sangre humana de marca Heinz sea más barato que buscar donantes y extraerles la sangre como se viene haciendo actualmente, con su coste en personal e infraestructura.
Según las previsiones del mercado, la sangre humana marca Heinz podría quintuplicar, sólo en España, las cifras de ventas que vienen teniendo hasta ahora el Ketchup de la misma marca.",http://lavozpopular.com/sangre-humana-marca-heinz/
263,Fake,Sport,El Dizque,"Tras la final, Rayados exige recuento: ""Goles por goles, portería por portería""","Tras la final, Rayados exige recuento: ""Goles por goles, portería por portería""
La gran final del torneo Apartura *NUMBER* de la Liga MX vio enfrentarse a los acérrimos enemigos regiomontanos: Tigres contra Rayados. En el primer juego empataron *NUMBER* a *NUMBER*, mientras que Tigres ganó el segundo con *NUMBER* goles contra uno. Es decir, el marcador global fue *NUMBER*-*NUMBER*, a favor de los universitarios.
Sin embargo, los Rayados no están conformes, pues, aseguran, es una injusticia que el ganador del torneo sean los Tigres. Así lo dijo Duilio Davino, presidente del club, en una conferencia de prensa celebrada la mañana de hoy.
""No nos vamos a ir con el argumento de que fuimos los súper líderes del torneo, sino sólo con los datos de la Liguilla"", señaló Davino, quien luego dio a conocer los goles logrados durante la llave de fase final:
""Le metimos seis goles al Atlas, cinco a Morelia y dos a Tigres. En total son trece goles. Tigres, por su parte, le metió dos a León, cuatro al América y tres a nosotros. En total son nueve goles. ¡Nosotros fuimos mejores!"".
Davino añadió que también debe tomarse en cuenta que en la última fecha regular, Monterrey venció dos a cero a Tigres. ""En el clásico se vio quién es quién. Tanto así que medios tan respetados globalmente como El, dijeron que nosotros éramos los más mejores"".
El presidente del club finalizó diciendo que él y los jugadores estarán mañana en la Macroplaza regiomontana a las *NUMBER* de la tarde esperando a que el Tuca Ferretti y los Tigres vayan a entregarles la copa, que, ""por dignidad"", les corresponde. ""Les vamos a dar quince minutos de tolerancia. No se tarden"", finalizó.",https://www.eldizque.com/tras-la-final-rayados-exige-recuento-goles-por-goles-porteria-por-porteria/
265,Fake,Sport,El Dizque,Pide Conade que se repita el partido México vs. Corea en Río *NUMBER*,"Pide Conade que se repita el partido México vs. Corea en Río *NUMBER*
Es un miércoles difícil para el deporte mexicano en Río *NUMBER*. La Selección Mexicana de Futbol se enfrentó a Corea del Sur, con la obligación de ganar si querían seguir avanzando para refrendar su medalla de oro conseguida hace cuatro años en los Juegos Olímpicos de Londres.
Con bajas importantes por lesión, el partido se llevó a cabo en medio de un ambiente de apremio para los seleccionados, que por más que intentaron e intentaron, no pudieron concretar con un gol sus llegadas, tanto por los costados como por el centro mismo de la cancha.
En un descuido al minuto *NUMBER*, el coreano Chang-Hoon Kwon marcó con un potente remate, que dejó sin reacción a Alfredo Talavera, el *NUMBER*-*NUMBER* que, en definitiva, mataba las aspiraciones de México por pasar a la siguiente ronda y seguir peleando por la medalla de oro. Todavía intentaron empatar los mexicanos, pero no se pudo. Y encima, Hirving Lozano fue expulsado.
Sin embargo, El titular de la Comisión Nacional de Cultura Física y Deporte (Conade), Alfredo Castillo, tuiteó lo siguiente esta tarde:
Castillo *NUMBER*
Castillo *NUMBER*
La selección mexicana también alega que al no haber un árbitro mexicano, les fueron restadas posibilidades de seguir adelante.
El comité organizador, aún no se pronuncia al respecto.",https://www.eldizque.com/pide-conade-que-se-repita-el-partido-mexico-vs-corea-en-rio-2016/
269,Fake,Sport,La voz popular,MUERE MANNY PACQUIAO EN FILIPINAS,"MUERE MANNY PACQUIAO EN FILIPINAS
La muerte de Manny Pacquiao ha supuesto un duró revés para sus seguidores, como siempre que pasa algo así, nadie se espera que un deportista conocido a nivel internacional, como Manny Pacquiao, fallezca de repente sin pasar por una enfermedad antes.
¿Cómo fue la muerte de Manny Pacquiao?
Sería fácil pensar que la muerte de Manny Pacquiao se produjese en un accidente entrenando boxeo, al fin y al cabo es un deporte de mucho contacto en el que a veces se producen accidentes muy peligrosos que pueden llegar a ser causa de la muerte del púgil. No ha sido ésta la causa del fallecimiento de Pacquiao.
El cadáver de Manny Pacquiao fue hallado la noche del pasado *NUMBER* de agosto en su apartamento en la ciudad de Manila (Filipinas) por su manager, que inmediatamente acudió a los servicios de emergencia; pese a la rápida llegada de éstos -inusual en Manila- nada se pudo hacer por salvar la vida de Pacquiao en cuál ya llevaba varias horas muerto.
Según fuentes cercanas al boxeador, la noche anterior había celebrado una fiesta privada para su familia y amigos sin reparar en gastos. A la espera de que se realice la autopsia la causa de la muerte de Manny Pacquiao parece ser una sobredosis. Según afirman sus amigos, el boxeador filipino no consumía ningún tipo de sustancia estupefaciente habitualmente, lo cuál explicaría que no haya sabido controlar el consumo de drogas.
El mejor boxeador filipino de la historia
Pacquiao es considerado el mejor boxeador filipino de la historia, caracterizado por una gran velocidad y unos reflejos apabullantes, cuesta creer que haya encontrado la muerte a la edad de *NUMBER* años.
Su representante concedió una breve entrevista a un periódico local, en la que se limitó a confirmar los hechos y a aclarar que se había encontrado heroína, tabaco y alcohol en el domicilio de Pacquiao, aunque queda esperar a la atopsia.",http://lavozpopular.com/muere-manny-pacquiao-en-filipinas/
276,Fake,Sport,El Dizque,Persiste un inquietante rumor sobre los Juegos Olímpicos de Río *NUMBER*,"Persiste un inquietante rumor sobre los Juegos Olímpicos de Río *NUMBER*
El *NUMBER* ha sido importante a nivel deportivo debido a la realización de los Juegos de la XXXI Olimpiada, celebrados desde el *NUMBER* de agosto pasado en la ciudad de Río de Janeiro, Brasil. Ha sido la primera vez que este evento se realiza en un país sudaméricano, la primera vez que se realiza en un país lusófono, la segunda en un país de Latinoamérica (después de México '*NUMBER*) y la séptima en un país del continente americano (después de San Luis '*NUMBER*, Los Ángeles '*NUMBER*, México '*NUMBER*, Montreal '*NUMBER*, Los Ángeles '*NUMBER* y Atlanta '*NUMBER*).
Hasta ahora, los juegos han sido un éxito, aunque México no ha conseguido tantas medallas como se esperaba, pero eso es lo de menos, pues la esperanza muere al último.
Sin embargo, es posible que ya no exista la posibilidad de conseguir más preseas, pues de acuerdo a un reporte del equipo de investigaciones especiales de El, los juegos olímpicos ya se terminaron.
No tenemos mucha información en este momento, pero nuestros corresponsales, vía telegrama, nos hicieron saber de ese hecho. De acuerdo a uno de ellos, las autoridades clausuraron los juegos apenas el domingo pasado.
En cuanto tengamos mayores detalles, se los daremos a conocer.
Mientras tanto, no se preocupen. Es posible que todo sea falsa alarma y los juegos sigan su curso.",https://www.eldizque.com/persiste-un-inquietante-rumor-sobre-los-juegos-olimpicos-de-rio-2016/
278,Fake,Sport,El Dizque,Miguel Ángel Mancera enfrentará a Floyd Mayweather en el Zócalo capitalino,"Crean máquina que puede pasar en un *NUMBER*% el dolor del parto al padre
Alemania.- Un grupo de ingenieros y médicos alemanes presentó a los medios la primer máquina que puede pasar ""el dolor del parto de la madre"", el aparato cuenta con tecnología de punta que transfiere al hombre (hasta en un *NUMBER*%) la sensación a la hora de dar a luz.
Simplemente se debe conectar a la pareja un cable de microfibras eléctricas que se encuentra enlazado al aparato que regula los sensores de dolor para elegir qué porcentaje de sensación se quiere transferir al varón.
""Ya probamos el aparato en *NUMBER* familias. A *NUMBER* hombres les pasamos un *NUMBER*% de dolor, fue curioso porque las madres aguantaron aproximadamente *NUMBER* minutos de terribles contracciones sin desfallecer, en cambio cuando le pasamos la sensación a los padres inmediatamente se desmayaron, afortunadamente ya están bien"", dijo un médico.
El médico también reveló que los otros *NUMBER* hombres (a quienes les pasaron el *NUMBER*% del dolor) no corrieron con la misma suerte: ""lamentablemente estos varones se encuentran en estado de coma intensivo porque no soportaron la sensación, el dolor fue tan grande que no sabemos si despertarán"", confesó.
Gracias a este experimento los médicos ahora saben que los hombres son más sensibles por lo que estará prohibido pasarles más de un *NUMBER*% de la sensación del parto: ""simplemente no aguantan"", reveló una doctora.
Las madres se han mostrado muy contentas por poder compartir ese dolor con los padres, y estos -aunque admiten que es insoportable- aseguran que es mucho mejor a soportar la típica frase de ""tu no eres el que tuvo que parir al bebé ¿verdad?""",https://www.eldizque.com/miguel-angel-mancera-enfrentara-a-floyd-mayweather-en-el-zocalo-capitalino/
279,Fake,Sport,El Dizque,Los Cachorros de Chicago se deslindan de CM Punk,"Los Cachorros de Chicago se deslindan de CM Punk
Después de más de un siglo desde que los Cachorros de Chicago obtuvieran un triunfo en la Serie Mundial, hoy renace la esperanza de volver a coronarse ante los peligroso Indios de Cleveland. Sin embargo, comenzaron con el pie izquierdo al ser vencidos en el primer juego por un marcador de seis carreras a cero, en el diamante del Progressive Field, en Cleveland.
Ante ello, los Cachorros han decidido curarse en salud, pidiendo al equipo de futbol Cruz Azul que no los apoyen, pues saben que eso significa echar la sal. Y por la misma razón han hecho lo propio con uno de las principales celebridades que suelen apoyarlos: el luchador profesional CM Punk.
""Antes, Punk era nuestro héroe"", declaró para El Dale Sveum, manager de los Cachorros. ""Pero era porque siempre lo veíamos ganar en la lucha profesional. Ahora que ya lo vimos entrarle a los utazos de verdad en la UFC, vimos que nomás no la arma"".
Es por ello que, aseguró, los Cachorros se deslindan totalmente de Punk. ""No queremos malas vibras, no queremos mala suerte, no queremos salación, no queremos ser muñecos sin corazón… Sí queremos compartir los sueños de la vida, sí queremos dar siempre lo mejor. Juntos podemos reír, juntos podemos volar, y a donde queramos ir, juntos podemos llegar"", finalizó bailando.",https://www.eldizque.com/los-cachorros-de-chicago-se-deslindan-de-cm-punk/
281,Fake,Sport,El Dizque,Pánico en Río *NUMBER*: Le informan a EPN que las medallas no se ganan por decreto,"Pánico en Río *NUMBER*: Le informan a EPN que las medallas no se ganan por decreto
A punto de arrancar los Juegos Olímpicos de Río *NUMBER*, la delegación mexicana se encuentra tranquila, pues la presión que caía sobre los atletas hasta hace una semana ha desaparecido.
Y es que Enrique Peña Nieto, presidente de México, había decretado un número mínimo de *NUMBER* medallas de oro, *NUMBER* de plata y *NUMBER* de bronce. ""¡Y no me vayan a regresar con menos, eh!"", habría dicho.
Sin embargo, ya le han explicado al presidente que las medallas no se ganan —lamentablemente—por decreto.
""Ya le dijimos que si fueran una justa nacional, se podría, pero a este nivel está cañón"", declaró para El el licenciado Miguel Ángel Osorio Chong, secretario de Gobernación.
Fuentes cercanas al primer mandatario dieron a conocer la decepción de éste: ""Dice que entonces qué caso tiene ir a la olimpiada"".
Afortunadamente, Carlos Padilla, presidente del Comité Olímpico Mexicano, se entrevistó esta tarde con Peña Nieto, y al salir de la reunión dijo a los medios que había podido tranquilizarlo: ""Todo bien, todo relax. Lo calmé diciéndole que pueden ir a turistear sus hijas, su esposa, su peinador y los que quiera, pues ése es el verdadero espíritu de la justa olímpica: ¡Lo importante no es ganar, sino viajar!"", afirmó emocionado.",https://www.eldizque.com/panico-en-rio-2016-le-informan-a-epn-que-las-medallas-no-se-ganan-por-decreto/
282,Fake,Sport,El Dizque,"Directivos de las Chivas: ""Sacamos a Almeyda porque ya habíamos contratado a Zidane""","Directivos de las Chivas: ""Sacamos a Almeyda porque ya habíamos contratado a Zidane""
El mundo caprichoso del futbol siempre nos da de qué hablar, y en esta ocasión, dos sucesos se dieron justo el mismo día, que fueron la salida de dos directores técnicos de reconocida fama de sus respectivos equipos: Matías Almeyda y Zinedine Zidane.
Lo de Zidane, causó mayor sorpresa, porque no hace ni *NUMBER* días era campeón de Europa con el Real Madrid, mientras que el director técnico de las Chivas Rayadas del Guadalajara, que fue removido del cargo y listo.
Todo esto, causo enfadó en ambas aficiones, porque además, las Chivas representarán a México en el Mundial de Clubes, donde esperan enfrentarse al Real Madrid.
Ante esto, los directivos del Guadalajara han anunciado lo siguiente:
""Sabemos de lo importante que fue Matías para el equipo, pues logró sacarlo adelante al equipo cuando nadie más creía que fuera posible, pero también debemos entender que todo es cíclico y el ciclo de Matías ya había terminado.
""Ante esta situación, es un placer anunciar que todo esto se debe a que ya habíamos negociado con Zinedine Zidane para que sea él quien dirija a las Chivas en los próximos *NUMBER* años, ya que ha demostrado que es un técnico capaz y que le gustan los retos, por ello y después de muchas negociaciones podemos hacer oficial su llegada a nuestro club, como el nuevo pastor del rebaño.
""Esto no fue algo improvisado, ya se tenía planeado desde tiempo atrás, por eso nos ahorramos lo de los bonos a los jugadores y al ahora ex técnico, para que nos alcanzara para el sueldo del primer mes de Zidane, no porque no les hayamos querido pagar, además, se demostró que sin pago juegan mejor y hasta campeones somos, así que con esto, esperamos que la afición chiva no se sienta engañada ni defraudada, por el contrario, todo lo que hacemos, lo hacemos por ustedes"".
Así es como Jorge Vergara dio la cara por su equipo y demuestra que lo que menos pretende es engañar al aficionado, como muchos piensan después de que pagaron su suscripción a ChivasTV y no se veía nada y que al final, terminaron pasando sus partidos por TDN. ""Aquí no se engaña a nadie"", dijo categóricamente el dueño del equipo.",https://www.eldizque.com/directivos-de-las-chivas-sacamos-a-almeyda-porque-ya-habiamos-contratado-a-zidane/
284,Fake,Sport,El Dizque,Televisa compra al Club Guadalajara — Las ahora Chivas de Coapa jugarán en el Azteca,"Televisa compra al Club Guadalajara — Las ahora Chivas de Coapa jugarán en el Azteca
La noticia de que Jorge Vergara terminó su relación con Televisa ha causado gran impacto. El empresario dijo que entre las razones estaba el hecho de que varias veces le cambiaron horarios para acomodarse a los intereses de la televisora, lo cual demostraría que nunca los tomaron en serio.
Pero lo que Vergara no anunció, es que para rescindir del contrato había que pagar una pena convencional, y aunque no se ha revelado el monto, parece ser que era más barato para Vergara vender la franquicia y empezar con una nueva. Así, mientras Vergara continuará en Jalisco con el equipo ahora llamado los Birrieros de Zapopan, Televisa es dueña de las Chivas.
""El señor Vergara es un hombre de negocios, e hizo lo que mejor convenía a todos"", declaró el licenciado Espiridión Clavijero, representante legal de Televisa. ""Si el señor tenía la necesidad de dar por terminado el contrato para firmar con Fox Sports, pues se va con su equipo pero nos deja el nombre. Todos ganamos"".
Televisa ahora planea renovar la imagen de las Chivas, y por ello, confían en el nuevo presidente del equipo, Ricardo Peláez: ""Usaremos jugadores del América que casi no han tenido acción para conformar este equipo. No importa si son mexicanos o extranjeros, ya que vivimos en una época de globalización, y eso de que sólo nacionales, ya no va. De ahí sus fracasos"", señaló.
— ¿Y empezarán desde abajo?
— No. La Femexfut sabe que las Chivas tienen peso, y dejarán que permanezcan en primera división.
A partir de la próxima campaña, las Chivas de Coapa comenzarán a jugar en el Estadio Azteca, local que compartirán con el América, en donde Peláez se mantendrá como presidente.
""Esto se va a poner bueno. Los clásicos América-Chivas ahora sí serán emocionantes, porque serán encarnizados, aguerridos, y, sobre todo, fratricidas"", finalizó el directivo.",https://www.eldizque.com/televisa-compra-al-club-guadalajara-las-ahora-chivas-de-coapa-jugaran-en-el-azteca/
288,Fake,Sport,El Dizque,Enrique Peña Nieto pide solidaridad con las Chivas del Guadalajara.,"Enrique Peña Nieto pide solidaridad con las Chivas del Guadalajara.
En una inusual conferencia de prensa (es decir, muy temprano), el presidente de México, Enrique Peña Nieto, pidió a todos los ciudadanos que sigamos unidos y mostremos esa solidaridad que siempre nos ha caracterizado, esta vez en apoyo de las Chivas del Guadalajara, quienes perdieron ante *NUMBER*-*NUMBER* el América.
""Vivimos momentos difíciles, donde debemos sacar lo mejor de cada uno de nosotros, como individuos, como nación. Atrás quedaron los tiempos donde se hacía leña del árbol caído. Atrás quedaron los tiempos de las burlas por cualquier error, sin importar si ese error lo cometió el presidente o un equipo de futbol como las Chivas del Guadalajara"", señaló Peña Nieto.
El mandatario afirmó que le causa mucha tristeza el que la gente se burle de la situación de un equipo que tantas satisfacciones le ha dado a su afición: ""No se debe perder la confianza. Estoy seguro que ellos, como el país, sólo están pasando por una mala racha. El talento está ahí, como en cada uno de los mexicanos que día a día salen a ganarse el pan de cada día, como cada uno de los mexicanos que aunque no les aplaudan, salen a dar lo mejor de sí. Así son las Chivas y así es México"".
El presidente dijo que no debemos olvidar que las Chivas son los campeones, tanto de liga como de copa: ""Seguro estoy que mientras la infraestructura de su directiva siga trabajando como hasta ahora, confiando en sus jugadores y sin traer ningún refuerzo, pagando fuertes cantidades de dinero por repatriar a otros, y viendo cómo se lesionan, pronto volverán al lugar que les corresponde"", finalizó.",https://www.eldizque.com/enrique-pena-nieto-pide-solidaridad-por-las-chivas-del-guadalajara/
291,Fake,Sport,El Dizque,Jorge Kahwagi entrará al Salón de la Fama del Boxeo Internacional,"Jorge Kahwagi entrará al Salón de la Fama del Boxeo Internacional
Jorge Kahwagi, en su faceta como boxeador profesional, logró un impresionante récord de *NUMBER*-*NUMBER*, y todos los triunfos fueron por nocaut. Es por ello que el Consejo Mundial de Boxeo (CMB) está realizando las gestiones necesarias para solicitar ante el Salón de la Fama del Boxeo Internacional que ingresen al peleador mexicano, pues consideran que ningún otro boxeador tiene las credenciales que porta Kahwagi para ser parte de los inmortales.
""Ahora que el Canelo nos hizo el feo, revaloramos a Kahwagi"", dijo Mauricio Sulaimán, presidente del CMB. ""Kahwagi siempre fue un fuera de serie, pues no sólo tiraba a sus rivales con el puro aire, sino que también se andaba tirando a la Marlene Favela"".
Entusiasmado por la noticia, Kahwagi dijo que regresará a la actividad deportiva, pero esta vez en el mundo de las artes marciales mixtas (MMA): ""El boxeo ya no es un reto, por eso busco otras disciplinas donde pueda demostrar que soy es el prototipo, el paradigma, el arquetipo del peleador moderno"", dijo Kahwagi en entrevista.
Aunque todavía no empieza a entrenar MMA, Kahwagi se siente seguro de poder aprender en un mes todo lo necesario para ingresar a UFC y enfrentar a gente como Caín Velásquez, Fabricio Werdum y al que le pongan. ""¡Pónganme al ruso! ¡Pónganme al ruso! ¿O qué? ¿No hay rusos?"".
La era de Kahwagi apenas ha comenzado.",https://www.eldizque.com/jorge-kahwagi-entrara-al-salon-de-la-fama-del-boxeo-internacional/
292,Fake,Sport,El Dizque,No más Estadio Azteca: Las Águilas del América se mudan a Culiacán,"No más Estadio Azteca: Las Águilas del América se mudan a Culiacán
Triste noticia para los fans del Club América, pues nadie esperaba que el legendario equipo pudiera ser vendido, pero finalmente sucedió.
""Sé que es difícil para los seguidores del club, pero era algo inevitable"", señaló en conferencia de prensa Bernardo Gómez, vicepresidente de Televisa. ""Debido a la reestructuración de nuestra empresa, no tuvimos opción. A partir de septiembre, todos nuestros canales se volverán culturales, y no habrá cabida para el futbol entre nuestra programación de conciertos sinfónicos, ballet, ópera y reseñas de exposiciones artísticas"".
Aunque el comprador no fue revelado, El pudo enterarse que se trata de don Servando Esparragoza Carrillo, también conocido como ""El Espárrago"" o como ""Z-*NUMBER*"", un humilde empresario agrícola y ganadero, dueño del rancho ""Las Pitayas"", en la zona norteña del Triángulo Dorado.
Este reportero se trasladó hasta Culiacán, Sinaloa, para entrevistar al señor Esparragoza, quien dijo que comprar el América era como un sueño: ""Cuando yo era plebe le iba al América, y todos mis amigos se burlaban. Ahora soy grande y ya soy dueño del América. Lástima que todos los batos que se burlaban de mí ya están fríos"", dijo.
El señor Esparragoza, quien viste como un campesino cualquiera —sombrero, camisa blanca, botas de piel de cocodrilo, anteojos oscuros, cadenas de oro y pistola con cacha de marfil—afirma que ya está construyendo un estadio para las Águilas.
""Lo estoy haciendo en La Mojonera, aquí en Culiacán, y se llamará Estadio de la Mojonera. Va a estar a toda madre, verdá de Dios"", reveló.
Por otro lado, el empresario aún no decide si seguirá llamando ""Águilas"" al equipo o buscará otro mote: ""Pos pensaba en dejarle Águilas, pero también pensaba en Halcones, porque los halcones son bien útiles, bato. Aunque también puedo combinar Águilas con Culiacán para que sean las Culiáguilas"".
Tras la entrevista, don Esparragoza se ofreció amablemente a llevarnos al aeropuerto: ""Aquí mis muchachos pueden darles un levantón… Que diga, aventón"".
Mientras tanto, en la capital del país, ya son cerca de *NUMBER* mil los aficionados que se encadenaron al Estadio Azteca y se han declarado en huelga de hambre hasta que Televisa cancele la transacción.
Seguiremos informando.",https://www.eldizque.com/no-mas-estadio-azteca-las-aguilas-del-america-se-mudan-a-culiacan/
293,Fake,Sport,El Dizque,La Conade presentó las medallas de consolación que recibirán los atletas mexicanos en Río *NUMBER*,"La Conade presentó las medallas de consolación que recibirán los atletas mexicanos en Río *NUMBER*
El día de hoy, en conferencia de prensa, el Director General del Consejo Nacional de la Cultura Física y Deporte, el licenciado Alfredo Castillo Cervantes, presentó las medallas de consolación elaboradas por este organismo para la delegación que competirá en los juegos olímpicos de Río *NUMBER*.
""Competir en una Olimpiada es un evento irrepetible y muy importante en la vida de cualquier deportista, así que volver con las manos vacías es algo frustrante. Por ello, hemos elaborado la llamada medalla de aluminio, que será entregada a todos nuestros competidores en el mismo dormitorio, después de que hayan competido. De ese modo, ellos volverán motivados, y sin duda seremos la única delegación en la que todos volverán con una presea""
El mismo entrenador será el encargado de llevarlas a Brasil, se las entregará en cuanto termine el evento en el que participen, lo más pronto posible, recalcándoles la importancia de haber participado, y haciendo notar la ya conocida filosofía nacional del Ya merito, que a decir de Castillo, ""no nos ha llevado muy lejos, pero si nos quita un peso de encima"".
— ¿Y qué harán en el caso de que alguno de nuestros atletas sí llegue a ganar una medalla?
Tras de unas cuantas risas, se dio por terminada la conferencia de prensa.",https://www.eldizque.com/la-conade-presento-las-medallas-de-consolacion-que-recibiran-los-atletas-mexicanos-en-rio-2016/
295,Fake,Sport,El Dizque,"Pumas de la UNAM levanta queja tras la derrota ante Tigres — ""Fue una conspiración"", aseguran","Pumas de la UNAM levanta queja tras la derrota ante Tigres — ""Fue una conspiración"", aseguran
Si bien los Pumas lograron empatar el marcador global en el partido final de la Liga Mexicana o Liga MX, terminaron perdiendo en penales ante los Tigres de la UANL. Tras ello, los altos directivos del equipo preparan una queja ante la Femexfut, por lo que según su punto de vista, representó una ventaja para los de Nuevo León.
""Tenemos mucho por qué estar molestos"", declaró ante los medios Guillermo Vázquez, director técnico de Pumas. ""En primera, a diferencia de contra el América, todo el tiempo jugamos contra once elementos contrarios, lo cual dificultó en todo momento que esa garra puma se pudiera exhibir en plenitud. De igual manera, los tiros que hacían los jugadores de los Tigres, fueron tan fuertes que pudieron lesionar a nuestro portero. Por eso, él mismo mejor decidió no detener los disparos a la portería en el juego de ida, porque su integridad se encontraba en riesgo"".
Sin embargo, ése no es el punto central de su queja, sino el arbitraje. De acuerdo al técnico, investigaciones hechas por expertos indican que de los árbitros designados para ambos juegos, todos sin excepción, hicieron su examen de admisión para la UNAM en su momento y fueron rechazados.
""Esto sin duda es lo más penoso y lamentable y exigimos que la Femexfut nos brinde un tercer partido en condiciones óptimas para ganar ese trofeo que nuestra afición tanto añora"", concluyó.",https://www.eldizque.com/pumas-de-la-unam-levanta-queja-tras-la-derrota-ante-tigres-fue-una-conspiracion-aseguran/
296,Fake,Sport,El Dizque,"La derrota del América ante Rayados fue una cortina de humo, revelan","La derrota del América ante Rayados fue una cortina de humo, revelan
Después de la inesperada derrota de las Águilas del América frente a Rayados del Monterrey, la polémica no se ha hecho esperar. Pero no por el penal causado por la mano de Samudio, sino porque todo indicaba que América debería coronarse en su centenario.
En conferencia de prensa celebrada después de la derrota, los directivos del América señalaron que, efectivamente, esto no estaba previsto.
""Ahora sí que nos cruzaron"", admitió el director técnico Ignacio Ambriz. ""En lo personal no me lo esperaba, pero qué le va uno a hacer"".
Ante la insistencia de los reporteros por conocer la verdad, Ricardo Peláez, presidente del Club América, tomó la palabra:
""Les voy a decir la neta. Nosotros tuvimos la culpa, ni modo. Hay que admitirlo"".
De acuerdo a Peláez, la popularidad del equipo bajó un *NUMBER*% y su imagen se vio comprometida después de que visitaran a Peña Nieto y le regalaran una camiseta de jugador honorario. ""Fue una mala jugada"", dijo.
epn_america_aguilas_mexsport
Es por esa razón que prefirieron dejarse ganar como una maniobra de control de daños:
""Ni modo: nuestra popularidad bajó porque nos usaron como cortina de humo. Y ahora nosotros tuvimos que recurrir a la derrota como otra cortina de humo"", finalizó.",https://www.eldizque.com/la-derrota-del-america-ante-rayados-fue-una-cortina-de-humo-revelan/
