id,name,obcn,location,latitude,longitude,status
209,(GDL-142) C. De la Nebulosa / C. Firmamento,GDL-142,POLÍGONO CENTRAL,20.6647,-103.38855,IN_SERVICE
210,(GDL-143) C. Eclipse / Av. de Los Arcos,GDL-143,POLÍGONO CENTRAL,20.6625,-103.38407,IN_SERVICE
211,(GDL-144) C. Primo Feliciano / C. San Gabriel,GDL-144,POLÍGONO CENTRAL,20.669931,-103.394307,IN_SERVICE
212,(GDL-145) C. San Miguel / Av. San Francisco,GDL-145,POLÍGONO CENTRAL,20.66736,-103.3947,IN_SERVICE
213,(GDL-146) Av. Guadalupe / C. Boturini,GDL-146,POLÍGONO CENTRAL,20.6662882,-103.3988986,IN_SERVICE
214,(GDL-147) Calz. Lázaro Cárdenas/Av. Guadalupe,GDL-147,POLÍGONO CENTRAL,20.66623,-103.39654,IN_SERVICE
215,(GDL-148) C. San Rafael / Av. Tepeyac,GDL-148,POLÍGONO CENTRAL,20.66501,-103.39788,IN_SERVICE
216,(GDL-149) Calz. Lázaro Cárdenas/López Mateos,GDL-149,POLÍGONO CENTRAL,20.66511,-103.39388,IN_SERVICE
217,(GDL-150) C. Asunción / Av. Chapalita,GDL-150,POLÍGONO CENTRAL,20.661387,-103.392533,IN_SERVICE
218,(GDL-151) C. Capuchinas / Av. Chapalita,GDL-151,POLÍGONO CENTRAL,20.66,-103.39496,IN_SERVICE
219,(GDL-152) Parque de las Estrellas/C. Orión,GDL-152,POLÍGONO CENTRAL,20.65931,-103.38884,IN_SERVICE
220,(GDL-153) C. Crepúsculo / Av. Tonantzin,GDL-153,POLÍGONO CENTRAL,20.65846,-103.39092,IN_SERVICE
221,(GDL-154) C. Capuchinas / Av. Las Rosas,GDL-154,POLÍGONO CENTRAL,20.65761,-103.39363,IN_SERVICE
222,(GDL-155) Parque de las Estrellas/Mariano Ote,GDL-155,POLÍGONO CENTRAL,20.65712973,-103.3883797,IN_SERVICE
223,Ex-GDL-156 C. Crepúsculo / Av. Mariano Otero,Ex-GDL-156,POLÍGONO CENTRAL,20.6564,-103.38956,NOT_IN_SERVICE
224,(GDL-157) Av. Mariano Otero/ Av. De las Rosas,GDL-157,POLÍGONO CENTRAL,20.654709,-103.391595,IN_SERVICE
225,(GDL-158) Av. Faro / Av. Las Rosas,GDL-158,POLÍGONO CENTRAL,20.65158,-103.38957,IN_SERVICE
226,(GDL-159) C. Guadalupe Victoria /Del Ejercito,GDL-159,TLQ-CORREDORATLAS,20.66468,-103.33357,IN_SERVICE
227,(GDL-160) C.Silverio Garcia/Blvrd. García Ba,GDL-160,TLQ-CORREDORATLAS,20.66114,-103.3315,IN_SERVICE
228,(GDL-161) C. Rio Usumacinta/Blvrd García Barr,GDL-161,TLQ-CORREDORATLAS,20.65925,-103.33055,IN_SERVICE
229,(GDL-162) C. Rio Tuxpan / C. Salvador Lopez C,GDL-162,TLQ-CORREDORATLAS,20.65721,-103.33046,IN_SERVICE
230,(GDL-163) C. Corregidora / Blvrd. García B.,GDL-163,TLQ-CORREDORATLAS,20.657817,-103.32898,IN_SERVICE
231,(GDL-164) Av. Olímpica /C. José Rolon,GDL-164,TLQ-CORREDORATLAS,20.655,-103.32186,IN_SERVICE
232,(GDL-165) C. Rio Panuco/ Blvrd. García B.,GDL-165,TLQ-CORREDORATLAS,20.65251,-103.32553,IN_SERVICE
233,(GDL-166) C. Rio Principal / Blvrd. García B.,GDL-166,TLQ-CORREDORATLAS,20.65475,-103.32719,IN_SERVICE
234,(GDL-167) C. Rio San Juan de Dios/Blvrd. Garc,GDL-167,TLQ-CORREDORATLAS,20.64962,-103.32356,IN_SERVICE
235,(GDL-168) Av. Rio Nilo / C. Ramón Pacheco,GDL-168,TLQ-CORREDORATLAS,20.64874,-103.31939,IN_SERVICE
236,(GDL-169) Blvrd. García Barragán/ C. Rio Zapo,GDL-169,TLQ-CORREDORATLAS,20.64707,-103.32147,IN_SERVICE
237,(GDL-170)  C. Relojeros/ C. Chamizal,GDL-170,TLQ-CORREDORATLAS,20.64698,-103.30619,IN_SERVICE
238,(GDL-171) C. Maquinistas / C. San Rafael,GDL-171,TLQ-CORREDORATLAS,20.6461,-103.3102,IN_SERVICE
239,(GDL-172) C. Chamizal / Av. Rio Nilo,GDL-172,TLQ-CORREDORATLAS,20.64434,-103.30678,IN_SERVICE
240,(GDL-173) C. Caballerango / C. Caporales,GDL-173,TLQ-CORREDORATLAS,20.64504,-103.30518,IN_SERVICE
241,(GDL-174) C. Juan de Zumárraga / Av. Tepeyac,GDL-174,POLÍGONO CENTRAL,20.6641,-103.4003,IN_SERVICE
242,(GDL-175) C. Ermita / C. San Uriel,GDL-175,POLÍGONO CENTRAL,20.66234072,-103.3981344,IN_SERVICE
243,(GDL-176) C. San Bonifacio/ Paseo Benedictino,GDL-176,POLÍGONO CENTRAL,20.67276201,-103.3976249,IN_SERVICE
244,(GDL-177) C. Fray Fco Frejes / C. Fco Zarco,GDL-177,POLÍGONO CENTRAL,20.68669,-103.37657,IN_SERVICE
246,(GDL-178) Salvador Quevedo/López Portillo,GDL-178,POLÍGONO CENTRAL,20.684513,-103.33307,IN_SERVICE
247,(GDL-179) C. Monte Cáucaso / C. Sierra Nevada,GDL-179,POLÍGONO CENTRAL,20.68795,-103.33343,IN_SERVICE
248,(GDL-180) C. Montes Pirineos/Salvador Quevedo,GDL-180,POLÍGONO CENTRAL,20.68692,-103.33467,IN_SERVICE
249,(GDL-181) C.Ignacio Rmrz / Av Plan de San Lui,GDL-181,POLÍGONO CENTRAL,20.69705,-103.36322,IN_SERVICE
250,Ex-GDL-182 Av. Plan de San Luis / Av. Enríque,Ex-GDL-182,POLÍGONO CENTRAL,20.6969715,-103.3581976,NOT_IN_SERVICE
251,(TLQ-006) C. Miguel Hidalgo / Calz. Revolució,TLQ-006,TLQ-CORREDORATLAS,20.639042,-103.301239,IN_SERVICE
253,(GDL-156) C. Duque de Rivas/ C. López Cotilla,GDL-156,POLÍGONO CENTRAL,20.6731682,-103.3826893,IN_SERVICE
254,(GDL-020) C. General Coronado / C.Juan Manuel,GDL-020,POLÍGONO CENTRAL,20.67848,-103.365103,IN_SERVICE
255,(GDL-182) C. General Coronado / C. Manuel Acu,GDL-182,POLÍGONO CENTRAL,20.6841645,-103.3648293,IN_SERVICE
256,(GDL-183) Calz. Independencia / Av. Niños Hér,GDL-183,POLÍGONO CENTRAL,20.6639862,-103.3480775,IN_SERVICE
257,(GDL-184) Ingreso Cucei / Revolución,GDL-184,TLQ-CORREDORATLAS,20.659581,-103.324147,IN_SERVICE
258,(GDL-185) Dr. Silverio García /Av. Revolución,GDL-185,TLQ-CORREDORATLAS,20.66318,-103.32942,IN_SERVICE
259,(GDL-186) C. Argentina / C. Francia,GDL-186,POLÍGONO CENTRAL,20.66429,-103.3628,IN_SERVICE
260,(GDL-187) Av. 16 de Septiembre / C. Priscilia,GDL-187,POLÍGONO CENTRAL,20.67284,-103.34718,IN_SERVICE
261,(GDL-188) Av. de la Presa / Av. Manuel A. Cam,GDL-188,POLÍGONO CENTRAL,20.70928,-103.37015,IN_SERVICE
262,(GDL-189) C. 5 de Mayo/ Av. Revolución,GDL-189,POLÍGONO CENTRAL,20.6692,-103.34116,IN_SERVICE
263,(GDL-190) C. Anahuac / Av. Revolución,GDL-190,POLÍGONO CENTRAL,20.6708,-103.34385,IN_SERVICE
264,(GDL-191) Plaza de los Mariachis,GDL-191,POLÍGONO CENTRAL,20.6744,-103.34123,IN_SERVICE
265,(GDL-192) Calle A1 / Av. Manuel A. Camacho,GDL-192,POLÍGONO CENTRAL,20.70656,-103.36564,IN_SERVICE
266,(GDL-193) C. Hawai / C. Nicolás Romero,GDL-193,POLÍGONO CENTRAL,20.70211,-103.35996,IN_SERVICE
267,(GDL-194) Av. Revolución / C. Manuel López Ve,GDL-194,TLQ-CORREDORATLAS,20.65048,-103.30999,IN_SERVICE
268,(GDL-195) C. Ramón Corona / Av. Juárez,GDL-195,POLÍGONO CENTRAL,20.67529,-103.34656,IN_SERVICE
269,(GDL-196) C. Esmeralda / C. Manuel Acuña,GDL-196,POLÍGONO CENTRAL,20.68361,-103.33756,IN_SERVICE
270,(GDL-197) Av. Río Nilo / Av. Revolución,GDL-197,TLQ-CORREDORATLAS,20.64517,-103.30313,IN_SERVICE
271,(GDL-198) Av. Alcalde / C. Hospital,GDL-198,POLÍGONO CENTRAL,20.68504,-103.34796,IN_SERVICE
272,(GDL-199) C. Jesús García/Av. Alcalde,GDL-199,POLÍGONO CENTRAL,20.6891,-103.34806,IN_SERVICE
273,(GDL-200) Av. Alcalde /Av. Manuel A. Camacho,GDL-200,POLÍGONO CENTRAL,20.69406,-103.34824,IN_SERVICE
274,(GDL-201) Av. de los Normalistas / C. M. Guti,GDL-201,POLÍGONO CENTRAL,20.69442,-103.34474,IN_SERVICE
275,(GDL-202) C. Magisterio / C. Durango,GDL-202,POLÍGONO CENTRAL,20.69898,-103.34893,IN_SERVICE
276,(GDL-203) Av. Federalismo / C. Tamaulipas,GDL-203,POLÍGONO CENTRAL,20.70046,-103.35478,IN_SERVICE
277,(GDL-204) C. España/ Av. Chapultepec,GDL-204,POLÍGONO CENTRAL,20.6651,-103.36807,IN_SERVICE
278,(GDL-205) Av. Agustín Yáñez /C. Venezuela,GDL-205,POLÍGONO CENTRAL,20.66265,-103.36554,IN_SERVICE
279,(GDL-206) C. Suiza / Av. Enrique Díaz de león,GDL-206,POLÍGONO CENTRAL,20.66231,-103.36011,IN_SERVICE
280,(GDL-207) C. Lázaro Pérez / C. Escorza,GDL-207,POLÍGONO CENTRAL,20.66563,-103.35802,IN_SERVICE
281,(GDL-208) Av. España / Av. Federalismo,GDL-208,POLÍGONO CENTRAL,20.66081,-103.35704,IN_SERVICE
282,(GDL-209) Calz. del Campesino / Calz. Indepen,GDL-209,POLÍGONO CENTRAL,20.6605183,-103.3503245,IN_SERVICE
283,(GDL-210) Av. Washington / Calz. Independenci,GDL-210,POLÍGONO CENTRAL,20.65775,-103.35132,IN_SERVICE
284,(GDL-211) Av. Washington / C. Rusia,GDL-211,POLÍGONO CENTRAL,20.65883,-103.35468,IN_SERVICE
285,(GDL-212) C. Nicolás Romero / C. Jaime Nunó,GDL-212,POLÍGONO CENTRAL,20.70047,-103.36158,IN_SERVICE
286,(ZPN-023) Blvrd. de la Espuela / C. Silvano B,ZPN-023,ZAPOPAN CENTRO,20.73231,-103.38763,IN_SERVICE
287,(ZPN-024) C. Francisco Sarabia / Av. Laureles,ZPN-024,ZAPOPAN CENTRO,20.73445,-103.3985614,IN_SERVICE
288,(ZPN-048) Av. J. Parres Arias / Prol. López C,ZPN-048,ZAPOPAN CENTRO,20.72958,-103.38859,IN_SERVICE
289,(ZPN-049) Ávila Camacho/ Lábaro Patrio,ZPN-049,ZAPOPAN CENTRO,20.7178,-103.38338,IN_SERVICE
290,(ZPN-050) C. el Mediero / Prol. Laureles,ZPN-050,ZAPOPAN CENTRO,20.73432,-103.38427,IN_SERVICE
291,(ZPN-051) Av. Periférico G. Morín / Av. J. Pa,ZPN-051,ZAPOPAN CENTRO,20.73837,-103.38057,IN_SERVICE
292,(ZPN-052) C. del Pial / C. del Vigía,ZPN-052,ZAPOPAN CENTRO,20.73245,-103.39291,IN_SERVICE
293,(ZPN-053) Prol. Laureles / Av. Periférico G.,ZPN-053,ZAPOPAN CENTRO,20.73836,-103.38299,IN_SERVICE
294,(ZPN-054) Av. J. Parres Arias / C. Ignacio Ja,ZPN-054,ZAPOPAN CENTRO,20.73441,-103.38079,IN_SERVICE
295,(ZPN-055) Prol. Laureles / Av. J. Parres Aria,ZPN-055,ZAPOPAN CENTRO,20.73154,-103.38515,IN_SERVICE
296,(ZPN-056) Av. M. Ávila Camacho / C. San Jorge,ZPN-056,ZAPOPAN CENTRO,20.71365,-103.37742,IN_SERVICE
302,(TLQ-008) C. Independencia / C. Allende,TLQ-008,TLQ-CORREDORATLAS,20.639187,-103.3086,IN_SERVICE
303,(GDL-217) C. Ontario / Av. Manuel Acuña,GDL-217,POLÍGONO CENTRAL,20.684519,-103.383085,IN_SERVICE
304,(GDL-214) C. Chihuahua / C. Miguel Galindo,GDL-214,POLÍGONO CENTRAL,20.702745,-103.356511,IN_SERVICE
305,(GDL-223) C. Dr. Pérez Arce/ C. Gómez Farias,GDL-223,TLQ-CORREDORATLAS,20.6679675,-103.326566,IN_SERVICE
306,(ZPN-066) C. Cuauhtémoc / Av. Tepeyac,ZPN-066,POLÍGONO CENTRAL,20.6609371,-103.4086745,IN_SERVICE
307,(GDL-215) C. Durango / C. Gregorio Davila,GDL-215,POLÍGONO CENTRAL,20.6991544,-103.3599679,IN_SERVICE
308,(ZPN-065) C. Del Carmen / Av. Guadalupe,ZPN-065,POLÍGONO CENTRAL,20.6649061,-103.4109615,IN_SERVICE
309,(ZPN-064) C. Sto de Aquino / Av. Sta Teresa,ZPN-064,POLÍGONO CENTRAL,20.6669929,-103.4133282,IN_SERVICE
310,(ZPN-063) C. San Felipe Neri / Av. Guadalupe,ZPN-063,POLÍGONO CENTRAL,20.6644831,-103.4130582,IN_SERVICE
311,(GDL-216) C. Tepic / C. Frías.,GDL-216,POLÍGONO CENTRAL,20.6964426,-103.3592252,IN_SERVICE
312,(ZPN-067) C. Chimalhuacán / Av. López Mateos,ZPN-067,POLÍGONO CENTRAL,20.6515919,-103.4027691,IN_SERVICE
313,(ZPN-057) C. Escultores / Av. Guadalupe,ZPN-057,POLÍGONO CENTRAL,20.6637066,-103.4178168,IN_SERVICE
314,(ZPN-062) C. Loyola / C. Organización,ZPN-062,POLÍGONO CENTRAL,20.6604258,-103.4136351,IN_SERVICE
315,(ZPN-061) C. Organización / Av. Guadalupe,ZPN-061,POLÍGONO CENTRAL,20.6638448,-103.4151424,IN_SERVICE
316,(ZPN-060) C. De Los Leones / Av. Tepeyac,ZPN-060,POLÍGONO CENTRAL,20.6587944,-103.41456,IN_SERVICE
317,(GDL-224) C. Reyes Flores/ C.Federico Medrano,GDL-224,TLQ-CORREDORATLAS,20.6649445,-103.3266332,IN_SERVICE
318,(GDL-222) C. Aldama / C. Dr. Leonardo Oliva,GDL-222,TLQ-CORREDORATLAS,20.6674498,-103.3295016,IN_SERVICE
319,(ZPN-058) Av. Labna / Av. Tepeyac,ZPN-058,POLÍGONO CENTRAL,20.656551,-103.4194212,IN_SERVICE
320,(ZPN-059) C. Prados los Pinos/ Av. Tepeyac,ZPN-059,POLÍGONO CENTRAL,20.6578996,-103.4171896,IN_SERVICE
321,(GDL-218) C.Hércules / Av. De la Arboleda,GDL-218,POLÍGONO CENTRAL,20.664447,-103.3853111,IN_SERVICE
322,(GDL-225) C. Gral Carlos Fuero/Av. Revolución,GDL-225,TLQ-CORREDORATLAS,20.6542657,-103.3159228,IN_SERVICE
323,(GDL-213) C. Palavicini / Av. Circunvalación,GDL-213,POLÍGONO CENTRAL,20.70467,-103.345589,IN_SERVICE
324,(GDL-221) De los científicos/ J. J. Tablada,GDL-221,POLÍGONO CENTRAL,20.700192,-103.345961,IN_SERVICE
325,(GDL-226) C. Luis G. Cuevas /Av. Revolución,GDL-226,TLQ-CORREDORATLAS,20.652408,-103.312902,IN_SERVICE
326,(GDL-219) C. D. Rivera / C. Filósofos,GDL-219,POLÍGONO CENTRAL,20.698197,-103.342554,IN_SERVICE
327,(GDL-227) C. Artistas / C. Carlos Pereira,GDL-227,POLÍGONO CENTRAL,20.695636,-103.339378,IN_SERVICE
