title,chapter,paragraph,text
Jude the Obscure,4,12,LFT walks to Jude and Sue's house.
Jude the Obscure,4,13,"With the arrival of the boy, Sue decides that it is really time to get officially married, now."
Jude the Obscure,4,14,"Okay, people, it's finally going to happen. Jude and Sue are absolutely—no question, no doubt, no hesitations—going to get married and live happily ever after. We all believe them, right? Sue and Jude go to get the marriage certificate issued. This is it!"
Jude the Obscure,4,15,"Mrs Edlin, the widow who took care of their late aunt, arrives to be their witness."
Jude the Obscure,4,16,"They're so close. They just have to close the deal and call it a day. They go to get married. And Sue freaks out. (Again? Seriously, Sue? This marriage-phobia is getting out of control.)"
Jude the Obscure,4,17,"Maybe if they saw someone else get married it might make things better. (Sure, that sounds like something rational human beings would do.) Sue and Jude go to listen to a wedding at a church…and they decide not to marry. (Whaaaat? We're not saying that marriage is the be-all end-all of relationships or anything, but come on, guys—you're obviously making your lives harder than they have to be!)"
Jude the Obscure,4,18,"Unmarried, they go back home. They tell the widow Mrs Edlin, but they agree not to tell Little Father Time. (Yet another in a seemingly endless cascade of great decisions from Jude and Sue …)"
Jude the Obscure,4,19,"Jude, Sue, and LFT have a little family outing to the Great Wessex Agricultural Show."
Jude the Obscure,4,20,(Shows and fairs like this were big back in the day. Check out the 1893 World's Columbian Exposition if you really want to see a Fair that changed the world.)
Jude the Obscure,4,21,"As luck would have it, Arabella and her husband are also there. (Arabella is like the dictionary definition of a bad penny.) Arabella spots Sue and Jude and becomes obsessed with her ex-husband and his current lady friend. She leaves her husband behind and follows them."
Jude the Obscure,4,22,"Arabella's old friend Anny (one of the girls who was with her when she first met Jude) sees Arabella. They talk about Jude, and then continue following the couple."
Jude the Obscure,4,23,"We guess no visit to the fair is complete without a chance to check out your own handy work: Jude and Sue have a model of one of the colleges from Christminster on display. (So that obsession with Christminster is also still going strong, we see.)"
Jude the Obscure,4,24,"Just in case you felt the lack of some of the characters from early in the novel, Dr. Vilbert the quack turns up unexpectedly to sells Arabella a love potion."
Jude the Obscure,4,25,"In the hopes of making LFT happy, Sue and Jude bring him to look at some of the lovely flowers on display. But nothing interests the boy. He apologizes to Sue and Jude (whom he calls Mother and Father): 'I should like the flowers very very much, if I didn't keep on thinking they'd all be withered in a few days!' This kid has a dark worldview, certainly—we'd call him Eeyore-like, except that he's a heck of a lot more disturbing than everybody's favorite gloomy animated donkey."
Jude the Obscure,4,26,"As the gossips talk more and more about Jude and Sue's unconventional (by which we mean still unmarried) situation and children at school make fun of LFT, Jude and Sue leave for London to get married. When they return, Sue takes Jude's last name."
Jude the Obscure,4,27,(Side note: don't let this name thing fool you. They are not really married.)
Jude the Obscure,4,28,The added mystery of their supposed marriage in London just makes people question them more.
Jude the Obscure,4,29,"Victorian England is no place for scandal, so Jude starts to lose work."
Jude the Obscure,4,30,"We discover that Sue is pregnant (though, of course, the word is never used)."
Jude the Obscure,4,31,They are forced auction off their belongings.
Jude the Obscure,4,32,"Sue sells her pet pigeons to be used as food, but Sue can't bear the thought of it. She tracks them down, and sets the pigeons free!"
Jude the Obscure,4,33,The little family decides to move without telling anyone where they are going.
Jude the Obscure,4,34,"Once again, we jump forward in time, and once again, the future is even worse than what we've already seen. It's like Terminatoror Looper(with less time travel and fewer scenes of horrifying violence). Our point is, the future is generally a terrible place in Jude the Obscure. Two and a half years of nomad-style roaming have passed for Jude, Sue, and the fam."
Jude the Obscure,4,35,"Things had been going really well, but then Jude fell ill."
Jude the Obscure,4,36,"To make a little extra money, Sue sells homemade gingerbreads (in the shapes of buildings from Christminster) at fairs and shows."
Jude the Obscure,4,37,Arabella sees her selling her wares.
Jude the Obscure,4,38,We learn that Sue and Jude now have two children of their own along with LFT.
Jude the Obscure,4,39,It turns out that Arabella has become a serious Christian after the death of her husband. She has come to the fair to hear a religious man speak in honor of the new chapel going up.
Jude the Obscure,4,40,"When Arabella spots Sue with her gingerbreads, she tells Sue she wishes she had kept LFT."
Jude the Obscure,4,41,"Once again, cue the ominous music: Arabella wants Jude back. Now we get it: Arabella is like Veruca Salt in Charlie and the Chocolate Factory: she wants everything nooooow.And since Jude continues not to be technically married to Sue, there is no legal reason why they shouldn't be together."
Jude the Obscure,4,42,Chance once again intervenes as Arabella passes a tired and old Phillotson and gives him a ride.
Jude the Obscure,4,43,He has returned to Marygreen and has been reduced to working in a small school for a friend.
Jude the Obscure,4,44,Sue tells Jude about seeing Arabella at the fair. He decides it's time to move on again. One guess at where he wants to go…
Jude the Obscure,1,0,"Flash-forward three more years, and it's finally Christminster time! We've heard the legend, and now we're going to see the real thing."
Jude the Obscure,1,1,"Brace yourselves, everybody, because it's going to be a bumpy ride."
Jude the Obscure,1,2,"First things first, Hardy takes a step back to show us Jude pre-Christminster one last time. At his aunt's house, Jude sees a portrait of his cousin Sue Bridehead. Take note, people, because the girl in that portrait is about to become one of the most fascinating characters in English literature. But now, back to Christminster: Jude finds lodging, and then walks through the city of his dreams in a kind of haze."
Jude the Obscure,1,3,"When he gets back to his new home, he has a nice sleep and then wakes up determined to track down Sue Bridehead. Wow, that must be some portrait."
Jude the Obscure,1,4,"A guy can't live on dreamy walks through the city and beautiful portraits alone (sadly), so Jude looks for work. He also notices that the city looks different by day than it did by night. The magic of it just isn't quite there. (Uh oh. A bad sign of larger disappointments to come?)"
Jude the Obscure,1,5,"Sometimes, imagination just isn't enough. Jude requests Sue's portrait from his aunt, and it arrives. Yay, now he can stare at her all the time. (Ew. Just saying.)"
Jude the Obscure,1,6,"However, his aunt makes it clear that he is not to seek out or bother his cousin. You see, his aunt knows that marriage and relationships don't work in the family (yeah, this cousins thing—already, we can tell that Jude is being unwise) and she's trying to nip their relationship in the bud before it even starts."
Jude the Obscure,1,7,More day job fun! Jude gets work as a stonemason once again.
Jude the Obscure,1,8,"All that stalking finally pays off, and Jude learns of Sue's whereabouts."
Jude the Obscure,1,9,"He tracks Sue down at her work, but he doesn't talk to her. He just kind of looks at her like the weird loner he's turning into. (Ew x 1000.)"
Jude the Obscure,1,10,"Hey, if you can't talk to your gal at work, why not try a House of God? Jude tracks Sue down at church. Still no talking, though, just stalking."
Jude the Obscure,1,11,"While the reader picked up on it pages ago, Jude starts to realize that his interest in Sue goes well beyond that of just wanting to hang out with his cousin. (Yeah, we've got tons of cousins, and we've never stalked any of them through the streets of a fictional town. Go figure!)"
Jude the Obscure,1,12,"Heads up. POV shift! For a moment, Hardy moves his focus to Sue and away from Jude, and we see her buy two large figures of Venus (Roman goddess of love and sex) and Apollo (Greek god of light, music, poetry and a heck of a lot more)."
Jude the Obscure,1,13,"She takes them back to the very Christian place where she works and lives, covering them along the way. She lies to her house mistress (which is like a landlady) and says they are statues of 'St Peter and St—St Mary Magdalen' (2.3.176). This scene gives us a sense of how very strict the people around Sue are about their Christian faith."
Jude the Obscure,1,14,"Sue lies awake late at night. Hardy points out that Jude is also awake at the same time. It's a little ""Somewhere Out There,""if Jude and Sue were adorable singing mice heading towards a happy ending, of course. Which they aren't, unfortunately for them. Still, it's nice."
Jude the Obscure,1,15,"While Jude hones his stonemasonry chops by repairing a church, he sees Sue. Lighting bolt! He comes to realize that man needs more than just work in his life. He needs love."
Jude the Obscure,1,16,"Jude prays to stop his desire for Sue. (Obviously, this doesn't work.)"
Jude the Obscure,1,17,"Apparently, stalking can be a two-way street. Sue arrives at Jude's place of business and looks for him. He's not there."
Jude the Obscure,1,18,She leaves a note for him.
Jude the Obscure,1,19,"Jude decides it's time to finally talk to her, and he responds to set up a meeting."
Jude the Obscure,1,20,"And drumroll, please: Jude and Sue meet at last! This is it, folks. The fateful (or fatal, depending on how you look at it) moment we've all been dreading."
Jude the Obscure,1,21,"At this meeting, Jude learns that Sue will be leaving Christminster soon. He can't let that happen—not when their mutual stalking has finally brought them together."
Jude the Obscure,1,22,Jude learns that his old teacher Phillotson never made it as a scholar and is still a schoolmaster just outside of the city.
Jude the Obscure,1,23,"Jude arrives at Phillotson's school with Sue. Phillotson doesn't really remember Jude at all, but soon they figure things out and start talking."
Jude the Obscure,1,24,"In a bold move to keep Sue in the neighborhood, Jude asks Phillotson to take Sue on as a teacher. Phillotson agrees, and Sue gets a job working at Phillotson's school."
Jude the Obscure,1,25,"As a brilliant, charming individual, Sue makes a great teacher's aid right off the bat."
Jude the Obscure,1,26,Sue and Phillotson take their class to Christminster to see an exhibition of a model of Jerusalem.
Jude the Obscure,1,27,"Working and lurking (as he so likes to do), Jude sees them there. It's pretty clear at this point that both Jude and Phillotson are in love with Sue."
Jude the Obscure,1,28,"And of course, Sue doesn't notice anything of what's going on around her."
Jude the Obscure,1,29,"It's time for a rendezvous. Sue tells Jude to come visit her at the school. Cousins who are secretly in love with each other can just hang out as friends, right?"
Jude the Obscure,1,30,"Feeling like a knight on a grand quest, poor Jude makes his way out there. It all turns sad and ugly when Jude sees Phillotson wrapping his arms around Sue."
Jude the Obscure,1,31,Jude leaves without letting them know he's ever been there. (We imagine it went a little something like this.)
Jude the Obscure,1,32,"Nothing like a sick family member to give a guy a break from his love woes. Jude returns to Marygreen to visit his sick aunt. There, they speak of Sue."
Jude the Obscure,1,33,"Determined to stick to his dream of scholarship, Jude approaches a headmaster of one of the colleges on the streets of Christminster."
Jude the Obscure,1,34,Jude wants to know what he can do to get into the colleges that seem to be only for the rich kids. He ends up sending letters to various colleges to plead his case.
Jude the Obscure,1,35,Jude finds out that Phillotson is moving.
Jude the Obscure,1,36,"A letter from one of the colleges finally arrives. It informs Jude that he ""will have a much better chance of success in life by remaining in [his] own sphere"" (2.6.50). In other words, don't get any ideas, poor kid—you don't belong here. Yep, that's how they roll at the colleges in Christminster: snobs, the lot of them."
Jude the Obscure,1,37,"In a moment of rebellion, Jude goes literary on them, and chalks a bit of scripture on the wall of one of the colleges—Job 12:3 to be exact, which starts, 'I have understanding as well as you' (2.6.59). And that's how you tag, y'all."
Jude the Obscure,1,38,"Deeply depressed after rereading the letter from the headmaster of the college, Jude seeks out the ""real"" Christminster."
Jude the Obscure,1,39,"Apparently, the ""real"" Christminster involves getting drunk and showing off all of the Latin you know to fellow drinkers at the local pub. Not so much our idea of a good time, but hey, Jude clearly needs to blow off some steam."
Jude the Obscure,1,40,"Drunk and a total mess, Jude goes to Sue. He sleeps there, and slinks off in the morning, embarrassed by his actions."
Jude the Obscure,1,41,"In moments like these, only your old aunt can help you, so Jude goes back to Marygreen. He sees himself as a failure."
Jude the Obscure,1,42,"Realizing he will never be a bishop or a scholar as he wanted, Jude sets his sights on joining the church as a licentiate, someone who has a university degree to do a specific profession."
Jude the Obscure,1,43,"A licentiate is quite a bit lower down in the pecking order than a bishop, but much more interesting from a spelling perspective."
Jude the Obscure,0,0,"The schoolmaster, Richard Phillotson departs Marygreen for Christminster to become a great scholar. (By the way, Hardy based the fictional city of Christminster on famous real-life English university town Oxford. So Hardy's portrayal of Christminster reflects some of his views on real-world English university culture.)"
Jude the Obscure,0,1,"Jude, at eleven years old, is bummed out by the departure of his schoolmaster."
Jude the Obscure,0,2,Jude tells Phillotson to leave his piano with Jude's aunt until he can send for it in Christminster.
Jude the Obscure,0,3,"It's a really short chapter, but Jude now knows of Christminster, and that is oh so important to everything that happens next."
Jude the Obscure,0,4,"Oh, but we can't forget Jude's day job."
Jude the Obscure,0,5,Jude's gainfully employed as the official bird-scarer on a neighboring farmer's property.
Jude the Obscure,0,6,"Unfortunately, job security is just about nonexistent in the bird-scaring industry. Jude gets the ax when, instead of shooing the birds away, he lets them eat."
Jude the Obscure,0,7,"Depressed and bordering on a life of emo-style sadness, Jude runs into two guys on the road who tell him where Christminster is located."
Jude the Obscure,0,8,"Jude follows a path that leads out of his little town. Dreaming of Christminster, he reaches a spot where ""all before him was bleak open down"" (1.2.42)."
Jude the Obscure,0,9,"New day job! Jude works for his aunt, now, but in his down time, he's honing his bookworm skills."
Jude the Obscure,0,10,His big dreams just keep getting bigger.
Jude the Obscure,0,11,"Jude imagines Christminster as this heaven on earth for scholars—a place where he will finally be able to learn.(Here, we're imagining Jude as Belle singing at the beginning of Beauty and the Beast: ""I want adventure in the great wide somewhere/I want it more than I can teeeeell."""
Jude the Obscure,0,12,"Jude climbs to a spot where he thinks he might be able to see the city. As the sun sets, Jude sees the lights of Christminster in the distance. 'It is a city of light,' (1.3.42), he tells himself."
Jude the Obscure,0,13,"Ah, the innocence of youth."
Jude the Obscure,0,14,"Dr. Vilbert, a local quack doctor, meets Jude on the road. Vilbert says he'll give Jude the grammar books he desperately wants if Jude gets Vilbert addresses of people who might buy Vilbert's curing products. This is pretty much the Victorian equivalent of the oldNigerian Prince email scam."
Jude the Obscure,0,15,"Jude holds up his end of the bargain, but Vilbert bails, which can only mean one thing: it's time to call in the big guns."
Jude the Obscure,0,16,"Jude writes to Phillotson in Christminster, and asks him for some books."
Jude the Obscure,0,17,"Good guy that he is, Phil. sends Jude some Latin and Greek books, which fly way over a poor, baffled Jude's head. He's left bummed, lonely, and totally disheartened."
Jude the Obscure,0,18,Flash forward three or four years.
Jude the Obscure,0,19,"Jude spends his days reading while carting around baking goods for his aunt. The locals see this driving while reading (is that a DWR?) as a danger to others on the road, even though the horse knows his own way perfectly well without Jude's help."
Jude the Obscure,0,20,"The policeman warns Jude to avoid texting—ahem, reading while up on his cart. So Jude gets really good at hiding his books while he's driving his horse."
Jude the Obscure,0,21,"By the age of 16, Jude has picked up quite a bit of Latin, and his self-studies have definitely made him stand out in his small town."
Jude the Obscure,0,22,Time for some tragic delusions of grandeur! Jude dreams about becoming a high-ranking clergyman (which is another term for a minister or priest) someday. He decides to refocus his studies on the Gospels instead of the Greek and Roman classics.
Jude the Obscure,0,23,Jude also realizes he'll need to make more money to get to Christminster to pursue his dream.
Jude the Obscure,0,24,"Solution? Stonemasonry—the chosen career of budding scholars everywhere (or wait, is that nowhere?). When he's 19, Jude apprentices with the local mason, and launches his career."
Jude the Obscure,0,25,Hardy kicks off this chapter with Jude believing he can make it to Christminster within a year.
Jude the Obscure,0,26,"Jude has shifted his dreams of classical scholarship to becoming a Bishop in the church—you know, basic teenage stuff. Wasn't there a whole Katy Perry song about living the teenage dream of becoming a Bishop?"
Jude the Obscure,0,27,"So, Jude is definitely upping the stakes for this whole becoming-a-scholar thing. But no matter what intellectual pursuit he seeks, Christminster is still the place to make this happen. He commits himself to leading a pure, Christian life. (We sense a but coming Jude's way.)"
Jude the Obscure,0,28,"While on a walk, Jude gets hit in the face with a bit of pig grease thrown by a group of three girls."
Jude the Obscure,0,29,"NBD, right? Wrong. Because one of those girls is the lovely Arabella Donn. Once she enters the scene, Jude's life is changed forever."
Jude the Obscure,0,30,"After walking and talking and flirting for a while, Jude and Arabella (he calls her Abbey at some points) plan on continuing to see each other."
Jude the Obscure,0,31,Pig grease and dimples go a long way with young Jude. He starts feeling things for Arabella that he's never felt for a girl before.
Jude the Obscure,0,32,"Whatever she offers, Jude knows it is ""quite antipathetic to that side of him which had been occupied with literary study and the magnificent Christminster dream"" (1.6.62). In other words: this girl means nuthin' but trouble to Jude and to his desire to make it in Christminster."
Jude the Obscure,0,33,"Ah, classic pre-date jitters: should I call her? Should I play it cool? Should I just ignore her and pretend like we never even met?"
Jude the Obscure,0,34,Jude debates whether or not he should call on Arabella as he promised. He starts to think he may have been a bit hasty. It's not like he's used to this whole love thing—we can cut him a little slack for being fluttery and undecided.
Jude the Obscure,0,35,"Deciding it's the classy thing to do, Jude follows up on his promise and calls on Arabella."
Jude the Obscure,0,36,"They go for a walk together. Apparently, going for a walk is like the Victorian equivalent of dinner and a movie."
Jude the Obscure,0,37,"They see a fire and run to it. (We're guessing there may not be a lot of other entertainment options in Marygreen, Wessex for two kids out on their first date.) It takes way longer to get there than they thought it would."
Jude the Obscure,0,38,"Jude and Arabella find their way to a local drinking spot to get some tea. The tea takes too long, so they settle for beer."
Jude the Obscure,0,39,"On the wall hangs a picture of Samson and Delilah. Samson's that guy in the Bible who has the bad luck to fall head-over-heels with the traitor Delilah, letting her know that all of his God-given strength is thanks to his uncut hair. Delilah cuts Samson's hair and bam no more strength for Samson."
Jude the Obscure,0,40,"As a Biblical scholar, you would think Jude might take this picture as a major Bad Sign about the new lady he's taking out for a drink. But no—we the readers are the ones stuck saying, nooooooo! Don't do it, Jude!"
Jude the Obscure,0,41,"Jude and Arabella walk home, holding hands. They also share their first kiss! Now, they live happily ever after, right? Right?"
Jude the Obscure,0,42,"When they get back home, everyone's pumped because they assume that Jude locked it down and that the lovebirds are engaged. Not so much. But we should cut 'em some slack, because back then, that wouldn't have been a totally off base assumption."
Jude the Obscure,0,43,"Jude heads home, keeping mum about his love life. Arabella, on the other hand, is blabbing about it to everyone she knows."
Jude the Obscure,0,44,"Sure, Jude is a little confused about what he's feeling, but he really wants to see her again. He falls into a typical post-first-date six-day depression until they can go out once more."
Jude the Obscure,0,45,"In the meantime, Arabella is all 'I want to marry Jude' to her friends. Luckily, her friends know just what to do."
Jude the Obscure,0,46,"Her friends tell her that she needs to do a few things to secure Jude's hand in marriage. And while the book isn't too clear on what these things are, we get the sense that they aren't really appropriate for life before marriage in the 1890s. That is all we shall say on the matter."
Jude the Obscure,0,47,"Jude finds Arabella tending to the pigs. Her family is in the pig tending business, which is an invitation to romance right there!"
Jude the Obscure,0,48,"Time for a good old pig run. A few of the pigs break free, and they end up chasing one for a really long time. They don't catch it, but Arabella is pretty sure it will get back to the house at some point."
Jude the Obscure,0,49,"As they walk, they flirt, Jude puts his arm around her, but she refuses to kiss him."
Jude the Obscure,0,50,"She refuses again when they get to her house, and Jude returns home thinking he must have overstepped his bounds with her. Jude is kind of foolish that way: he's really not seeing the writing on the wall when it comes to Arabella's intentions."
Jude the Obscure,0,51,"But Arabella's no fool, and she knows what she wants. So before their next pseudo-date, she arranges to have the house all to herself."
Jude the Obscure,0,52,"You know what that means, Shmoopers…"
Jude the Obscure,0,53,"After they go for another stroll, she invites him in. They play hide and seek (we guess that's the Victorian version of foreplay), and the game eventually finds them together in a room upstairs. Uh oh."
Jude the Obscure,0,54,"Uh oh is right. Next thing you know, Arabella's dropping a bomb in Jude's lap: she's knocked up. Okay, well she doesn't actually say that, because the word ""pregnant"" doesn't get thrown around in Victorian English literature (or 1950s American television for that matter. Check out the I Love Lucy episode ""Lucy is Enceinte"" to see how they used to get around it.)"
Jude the Obscure,0,55,"Before this, Jude was planning to bolt. Arabella was wearing him down, and he wanted to head to Christminster. Not anymore. Jude says that they must get married."
Jude the Obscure,0,56,"As Hardy puts it, marriage is ""the custom of the rural districts among honourable young men who had drifted so far into intimacy with a woman"" (1.9.13). In other words, in this day and age, once a man has had sex with a woman, he has a responsibility to marry her—even though Jude is only sixteen."
Jude the Obscure,0,57,His dreams of being a Bishop are disappearing as we watch.
Jude the Obscure,0,58,Jude and Arabella marry in a small ceremony.
Jude the Obscure,0,59,"The couple spends their first night together, and let's just say the honeymoon is short lived. Jude finds out that Arabella's hair is mostly extensions. This is one less-than-subtle sign that he doesn't actually know his new wife that well."
Jude the Obscure,0,60,"Next bomb drop! Arabella tells Jude that she's not having a baby after all. Not surprisingly, this kind of floors Jude, but now he is stuck in the marriage."
Jude the Obscure,0,61,"The unhappily married couple prepares to kill a pig they've been raising. After all, it's the little things you do together that make marriage fun."
Jude the Obscure,0,62,"Arabella wants to kill the pig slowly, because that is best for cooking and selling, but Jude doesn't want the animal to suffer, so he kills it fast, knocking over a bucket of blood in the process. (Ugh. Clearly, these two are not sympatico …)"
Jude the Obscure,0,63,"Time to get out, Jude! He leaves the house and happens to overhear Arabella's friends talking."
Jude the Obscure,0,64,"One of the girls says, ''Tis my belief she knew there was nothing the matter when she told him there was…"" (1.10.50). In other words, I think Arabella knew she wasn't pregnant when she told Jude she was. Jude starts to suspect that he's been tricked into holy matrimony."
Jude the Obscure,0,65,The young married couple can't stand each other (with good reason!). They have a pretty serious fight.
Jude the Obscure,0,66,"Always the drama queen, Arabella tears at her hair and rips her dress. She stumbles into the street and calls to passersby, 'See how he's served me!' (1.11.10)"
Jude the Obscure,0,67,"That's pretty much the death knell for this marriage, and Jude just can't deal."
Jude the Obscure,0,68,"Depressed as all get out, Jude tries to kill himself in a frozen pond, but the ice won't crack. Jude figures ""he was not a sufficiently dignified person for suicide"" (1.11.23). Needless to say, this is a low point for Jude."
Jude the Obscure,0,69,"Getting dumped by letter may not be the greatest thing in the world, but in this case, we think it's for the best. Arabella leaves a note saying she's gone and won't be coming back."
Jude the Obscure,0,70,"She gets almost as far away as possible, heading to Australia with her family. She sells off all of her and Jude's things in the process."
Jude the Obscure,0,71,"Jude finds a portrait of himself that he gave Arabella in a small shop. He buys the portrait and burns it. It's another pretty emo moment for Jude when all is said and done, but it also makes him feel a lot better—like deleting pictures of old girlfriends from your iPhone."
Jude the Obscure,0,72,"With his wife in another hemisphere and the symbolic rebirth from the burned portrait, Jude's dream of going to Christminster finally returns."
Jude the Obscure,0,73,"That's the end of the book's first part. It's also a good spot to take a little break. Why not listen to ""Hey, Jude"" to keep things appropriately British and Jude-related? The Jude in the song certainly seems a lot happier than our Jude …"
The Miser,10,0,"Cléante comes onstage with his valet, La Flèche, asking the dude why he didn't wait in the house like he was asked. La Flèche answers that Harpagon booted him to the curb."
The Miser,10,1,"Cléante tells La Flèche that he just found out his father is trying to marry his lover, Mariane."
The Miser,10,2,"In the meantime, Cléante has asked La Flèche to find someone who will loan him some money. La Flèche says that it's really tough for borrowers because they're at the mercy of the lenders."
The Miser,10,3,"It turns out that Monsieur Simon, a loan broker, has found someone who will lend Cléante 15,000 francs (French money). However, La Flèche warns Cléante that the loan comes with pretty brutal terms. La Flèche has no clue who is actually putting up the money, since the man wishes to remain secret."
The Miser,10,4,"For starters, the loan comes with an insanely high interest rate of 25%. This is downright exploitation, says Cléante. But what can he do? He needs the money to help Mariane and her mother."
The Miser,10,5,"The next strange condition is that the lender will only give Cléante 12,000 of the 15,000 francs in hard cash. The rest he'll give in a pile of old junk that Cléante should be able to sell for the other 3,000. Cléante, of course, says this is ridiculous."
The Miser,10,6,"Cléante curses his father Harpagon for leaving him so desperate for money. La Flèche adds that he would love to rob the old man blind, if only because Harpagon is such a jerk when it comes to money."
The Miser,11,0,"Cléante and La Flèche talk at the back of the stage, while Harpagon enters with the loan broker Monsieur Simon."
The Miser,11,1,"Simon assures Harpagon that the young man he's loaning money to will be able to pay it back, since he comes from a wealthy family."
The Miser,11,2,La Flèche sees M. Simon talking to Harpagon and seems to figure out what's going on: Harpagon is the mysterious secret man putting up the money.
The Miser,11,3,"M. Simon sees La Flèche and Cléante standing at the far end of the room, and tells Harpagon that Cléante is the young man who needs money."
The Miser,11,4,"Harpagon goes ballistic and yells at Cléante for being so undisciplined with his money, while Cléante accuses Harpagon of being immoral for taking advantage of people's desperation and lending out money at 25% interest."
The Miser,11,5,"M. Simon runs offstage and La Flèche hides. Good call, La Flèche. Good call, M. Simon."
The Miser,8,0,Harpagon returns to the room. Valère stops his loving-boyfriend speech to Élise and starts speaking sternly to her about how she must always obey her father.
The Miser,8,1,"Harpagon is so impressed with Valère that he orders Élise to do everything Valère tells her to. This, she answers, she can definitely do."
The Miser,9,0,"As she leaves, Valère offers Harpagon to follow Élise around to make sure she behaves herself. Harpagon thinks this is a great idea. Élise probably also thinks this is a great idea: tons of time for smooches behind closed doors."
The Miser,24,0,"Harpagon compliments Mariane on how beautiful she is. He notices, though, that Mariane doesn't look very happy to see him. He asks Frosine what the matter is, and Frosine tells him that Mariane is simply awestruck by how stunningly handsome he is."
The Miser,24,1,"Harpagon smiles and introduces Mariane to his daughter, Élise."
The Miser,25,0,"Élise enters the stage and makes the acquaintance of Mariane. Mariane tells Frosine again just how fugly she thinks Harpagon is, but Frosine assures Harpagon that Mariane thinks he's just a perfect specimen of manhood."
The Miser,2,0,"Harpagon, Cléante and Élise's father, comes onstage with a young man named La Flèche, which translates to English as The Arrow. Cool name, or coolest name?"
The Miser,2,1,"Harpagon yells at the young man to get out of his house immediately, because he thinks that La Flèche is spying on him in order to find out where he keeps his money. Whoa there, Harpagon."
The Miser,2,2,"La Flèche doesn't know what the old man is talking about, but Harpagon is beyond paranoid when it comes to his money."
The Miser,2,3,La Flèche assures Harpagon that he couldn't care less whether there is any money hidden around the house.
The Miser,2,4,"When La Flèche finally agrees to leave, however, Harpagon becomes paranoid that the young man already has some stolen cash on him, and commands him to stay where he is. Harpagon then gives La Flèche a full TSA-style pat down, searching every nook and cranny."
The Miser,2,5,"La Flèche curses all old misers and their miserly ways. It takes Harpagon more than a second, though, to realize that he is the miser La Flèche is talking about."
The Miser,2,6,"Harpagon warns La Flèche not to say another word. After one final interrogation, he tells the young man to get out of his house."
The Miser,3,0,"Now that La Flèche is gone, Harpagon is left alone on stage. He gives the audience a nice soliloquy (monologue) about how he doesn't trust La Flèche. Further, he talks about how a person can't be too careful with his money, since having money is the only thing that can make a person happy. Someone whose name rhymes with ""Larpagon"" needs to get his priorities straight."
The Miser,39,0,"Master Jacques enters at the far end of the stage, talking about getting a pig ready for dinner."
The Miser,39,1,"The officer tells him what's going on, and a lightbulb goes on in Jacques head: he sees his opportunity to get revenge on Valère. He tells the officer and Harpagon that he saw Valère take the box of cash."
The Miser,39,2,"The officer, though, wants some kind of proof. Jacques stumbles through a lame testimony, since he can't say what color the cashbox is or how big it is. But Harpagon is more than willing to be convinced."
The Miser,39,3,"Jacques sees Valère coming and begs the officer not to tell Valère about his accusation. For obvious reasons (like, you know, Jacques's testimony was a big fat lie) Jacques wants Valère to be in the dark."
The Miser,38,0,"Harpagon comes onstage with a police officer. The officer brags that he has sent many thieves to be hanged over the years, and that he'll surely catch this one."
The Miser,38,1,"The officer asks if Harpagon has any suspects, and Harpagon says everybody. In many performances, Harpagon turns to the crowd at this point and accuses them."
The Miser,38,2,"The officer advises Harpagon not to go around interrogating everyone, but to gently prod people for evidence in order to build a case. Also, maybe he should take a cold shower or something to stop flipping out so absolutely."
The Miser,33,0,"Now that Frosine, Élise, and Mariane are gone, Harpagon asks Cléante what he thinks of Mariane. Cléante replies that she's just okay: sort of pretty, sort of smart, but nothing special. Basically, he lies. He lies like a rug."
The Miser,33,1,"Harpagon says that really is a shame, because he was about to suggest that Cléante marry Mariane instead of himself."
The Miser,33,2,"Cléante answers that if this is what Harpagon really wants, he'll agree to it. He's a good son like that. But Harpagon says no, no, no—he doesn't want to force Cléante into marrying a woman he doesn't love."
The Miser,33,3,This goes on for a little while before Cléante breaks down and admits that he loves Mariane and has already talked about marriage with her during his many visits to her house.
The Miser,33,4,"Harpagon then turns to the audience and says that this is what he's been trying to figure out all along. Now that he knows Cléante has been working against him, he orders his son to give up trying to marry Mariane. Harpagon has decided to marry her and that's final. Daddy's word is law."
The Miser,33,5,"Cléante, super-angry at being tricked by his devious old Dad, tells Harpagon that there's no way he'll ever give up on marrying Mariane."
The Miser,33,6,"They argue over who should get Mariane, and Harpagon gets so fed up that he calls out for his whoopin' stick."
The Miser,32,0,"As he walks onstage, Harpagon sees Cléante kissing Mariane's hand and gets suspicious."
The Miser,32,1,"When Élise sees Harpagon coming, he tells her that his carriage is now ready to take her and Mariane to the fair."
The Miser,32,2,"Cléante offers to go with the ladies, but Harpagon tells him to hang back."
The Miser,34,0,Jacques comes across Harpagon and Cléante fighting and asks why they're at each other's throats.
The Miser,34,1,"Harpagon, who is seeing red at this point, orders Jacques to decide who is in the right. You know, because Harpagon just knows that Jacques will side with him."
The Miser,34,2,Master Jacques gets the men to stand apart and visits each one separately to learn his side of the story.
The Miser,34,3,"Jacques lies to each of them about what the other is saying. To Cléante, he says that Harpagon is wiling to give him Mariane as long as he shows respect to his father. To Harpagon, he says that Cléante is willing to completely obey him in all things. Clever Jacques."
The Miser,34,4,"Harpagon reaches into his pocket to reward Jacques for his service, but then stops and tells Jacques he'll tip him another time."
